smiles,Score,Reagent_ID
COc1cc2c(cc1F)CCC2N,0.6011577248573303,32
CN1CC[C@@H](N)[C@@H]1c1ccc(F)cc1,0.6581144332885742,33
NCC1CCN(C(N)=O)CC1,0.5659914612770081,34
CCCC(N)CC,0.5909923315048218,35
Cc1ccc2[nH]c3c(c2c1)CC(N)CC3,0.5367568731307983,36
Nc1cn(CC(F)(F)F)nc1C1CC1,0.6699637174606323,37
CCSc1ccc(C(C)N)cc1,0.5909923315048218,38
CC(C)(CN)C1CCCC1,0.5909923315048218,39
NCc1nccc2cc(Br)ccc12,0.6231275796890259,40
CC[C@H](N)c1cccc([N+](=O)[O-])c1,0.5129578113555908,41
NCc1cccc(NS(=O)(=O)c2ccc(Cl)cc2)c1,0.6169190406799316,42
N#CCCc1ccc(N)cc1,0.5490015149116516,43
CSc1ccccc1CC(C)N,0.5837546586990356,44
CC(C)(C)OC(=O)NC[C@]1(c2ccccc2)C[C@@H](N)C1,0.5605647563934326,45
CC(C)(C)OC(=O)N[C@@H](CCCN)C(=O)OC(C)(C)C,0.5296750664710999,46
NCc1ccc(-c2ccc(Cl)cc2)cc1F,0.6902328133583069,47
NC(CC1CCOCC1)c1ccccc1,0.5909923315048218,48
CC(C)(C)OC(=O)CCc1cccc(N)c1,0.5371889472007751,49
Cc1nc(CN)cs1,0.5239735245704651,50
Cc1ccc(C(CN)NC(=O)OC(C)(C)C)cc1,0.557151198387146,51
Cc1ccc(C(C)(C)CN)cc1,0.5901169180870056,52
CCn1nc(Br)c(CN)n1,0.6298083066940308,53
NCC1(c2cccc3ccccc23)CC1,0.5404438376426697,54
NC1CCC2(CCC1(F)F)OCCO2,0.7374920845031738,55
NC[C@@H]1C[C@H]1C1CC1,0.5909923315048218,56
Cc1noc(C)c1C(C)CN,0.5972633957862854,57
NC1CCOC(c2cccc(F)c2)C1,0.6416642069816589,58
COCCC1(CN)CCCCC1,0.5909923315048218,59
CC(N)c1ccc(OC(F)(F)F)cc1,0.7935485243797302,60
CCC(N)c1c(C)noc1C,0.5972634553909302,61
CC(C)(C)c1ccc(CCN)cc1,0.5901842713356018,62
CCC(CN)(OC)OC,0.5909923315048218,63
CC(C)(N)CN1CCC(CO)CC1,0.5909923315048218,64
CNC(=O)N1CCCCC1CCN,0.5676249861717224,65
NCc1nc(-c2cccc(Cl)c2)no1,0.5801522135734558,66
CO[C@@H]1CCO[C@H](CN)C1,0.5909923315048218,67
Nc1cc2n(n1)CCCC2,0.5200574994087219,68
NCCOCCN1CCOCC1,0.5909923315048218,69
CCc1cn[nH]c1CN,0.5529026985168457,70
CC(=CCN)C1CC1,0.5909923315048218,71
NCC1CCCc2n[nH]cc21,0.5785590410232544,72
CC(CN)S(C)(=O)=O,0.5427579879760742,73
NCC1(c2ccc(Br)cc2)CCCCCC1,0.6677611470222473,74
NCCC[C@@H]1NC(=O)NC1=O,0.525356650352478,75
NCc1ccc2c(c1)CCC2,0.5685752630233765,76
Cc1cccc(COc2ccc(C(C)N)cc2)c1,0.5773317217826843,77
CCOc1ccc(CN)cc1C,0.550682783126831,78
NCCOc1cccnc1,0.5706004500389099,79
CC(C)(C)OC(=O)Nc1ccc(CCN)cc1,0.5474436283111572,80
Cc1ccc(COc2ccc(CC(C)N)cc2)cc1,0.5909923315048218,81
NCC1(c2cc(F)cc(Br)c2)CC1,0.7004660964012146,82
CC(C)Cn1ncc(N)c1C1CC1,0.5404778718948364,83
Cc1cccc(OCCCN)c1,0.5704554319381714,84
CCC1(CC)CCC(N)CC1,0.5909923315048218,85
CNC(=O)NCCCN,0.5603850483894348,86
NCC1(c2ccc(Cl)cc2Cl)CCC1,0.7111318707466125,87
Nc1cccc(NC(=O)N2CCCC2)c1,0.54542475938797,88
CN1C(=O)CCC(N)C1=O,0.5329335331916809,89
NC1CCc2cc(OCc3ccccc3)ccc2C1,0.578053891658783,90
Cc1cn(Cc2ccccc2)nc1N,0.5445516705513,91
CC(C)(C)OC(=O)NCC(N)C1CCCCC1,0.5551407337188721,92
NCC1(c2ccc3c(c2)OCCO3)CCCC1,0.5458307266235352,93
COc1ccc(S(=O)(=O)N2CCC(N)CC2)cc1OC,0.51827472448349,94
CC(CCN)N(C)C(=O)OC(C)(C)C,0.5253159403800964,95
CC(C)(CN)CC(F)(F)F,0.775382936000824,96
Cc1ccc(-c2nc(CCN)cs2)cc1,0.5235626101493835,97
NCC1C(F)(F)C12CCC2,0.7856558561325073,98
CCOCC(C)CN,0.5909923315048218,99
NC1CCC(O)(c2ccccc2)CC1,0.5919039249420166,100
NC1CCCC1c1ccccc1,0.5909923315048218,101
COC[C@@H](N)c1ccccn1,0.5724653005599976,102
CC(C)(C)OC(=O)NCCC(F)(F)CN,0.6431308388710022,103
NCc1cccc(COCC2CCCO2)c1,0.5756153464317322,104
NC(c1ccc(Cl)c(C(F)(F)F)c1)C1CC1,0.7900660037994385,105
CP(C)(=O)c1ccnc(CN)c1,0.5394428372383118,106
NC(CF)c1cccc(Br)c1,0.6821621060371399,107
N[C@@H]1C[C@H]1C1CCCCC1,0.5909923315048218,108
COC1CCC(CN)CC1,0.5909923315048218,109
NCC1C(F)(F)C12CCCC2,0.7710609436035156,110
Cc1ccc2c(c1)c(CCN)cn2CC(N)=O,0.507695198059082,111
NCc1ccnn1C1CCC1,0.5537530779838562,112
NCCCOCC(F)F,0.6489521861076355,113
NC1CCN(c2ccc(C(F)(F)F)cc2)C1=O,0.7396364212036133,114
CC(C)(C)OC(=O)NC[C@H]1C[C@](F)(CN)C1,0.6399467587471008,115
Nc1cnn(CCN2CCOCC2)c1,0.5521214008331299,116
CCN(CC)C(CN)c1ccco1,0.5804787874221802,117
NC[C@@H]1C[C@@H]1C(F)F,0.6559354066848755,118
N[C@@H]1COC[C@H]1N1CCCC1,0.5909923315048218,119
CC(C)(CN)c1cccc(F)c1,0.6490185856819153,120
NCC1(c2cc(F)ccc2F)CCCC1,0.6716467142105103,121
NCc1cccc(NC(=O)C2CCCC2)c1,0.5501389503479004,122
CS(=O)(=O)CCCCN,0.5481743812561035,123
NCc1nc(Cl)cs1,0.670040488243103,124
COc1cc(CCN)cc(OC)c1O,0.511581301689148,125
Cc1nc(CN)c2ccccn12,0.4945994317531585,126
CCn1cc(N)cn1,0.5225167870521545,127
Nc1ccn(CCN2CCOCC2)n1,0.558434009552002,128
Nc1ccc2ccn(Cc3ccccc3F)c2c1,0.6041620969772339,129
NC1CCCc2ncc(C(F)(F)F)cc21,0.7376424670219421,130
NCCc1c[nH]c2cc(F)ccc12,0.6183391213417053,131
CC1CCCCN1Cc1ccccc1CN,0.5909923315048218,132
NCC1CCN(c2ccncc2)CC1,0.5909923315048218,133
Cc1cccc2c1CC(N)CO2,0.5696763396263123,134
CC1CCCC(CN)(N(C)C)C1,0.5909923315048218,135
NC1CCC(c2ccccc2F)C1,0.6547843217849731,136
CC(N)C(c1ccccc1)N1CCOCC1,0.5909923315048218,137
NCCC12CC3CC(CC(C3)C1)C2,0.5909923315048218,138
CC(N)Cc1cccc(Br)c1,0.6821621060371399,139
CC(C)C(N)CN(C)Cc1ccccc1,0.5909923315048218,140
CC(C)(C)OC(=O)N1CC(N)C1,0.5131838321685791,141
CC(N)C1CC(F)(F)C1,0.8025590181350708,142
CC(N)C1CCCN(CC(C)(C)O)C1,0.5909923315048218,143
CC(N)c1cc(F)cc(F)c1F,0.7333499789237976,144
NCc1ccc(OCC2CC2)nc1,0.5448504090309143,145
Cn1ncc2c1CC(N)CC2,0.5590645670890808,146
NCCc1cc(Br)ccc1Br,0.7775440812110901,147
NCc1ccc(O)cc1Cl,0.6806493997573853,148
COc1ccccc1N1CCC(N)C1,0.5525559186935425,149
CSc1ccc(CN)o1,0.5410745143890381,150
NCc1nc2cc([N+](=O)[O-])ccc2[nH]1,0.4439158737659454,151
CC1(C)CCC(CN)(NC(=O)OC(C)(C)C)CC1,0.5522094964981079,152
NCc1nc(Cl)ccc1Br,0.7658863663673401,153
Cn1cc(N)c(C2CCCCC2)n1,0.5160582661628723,154
Cc1ccc(C)c2c1OCC[C@H]2N,0.5484257936477661,155
C[C@@H](CN)CNC(=O)OC(C)(C)C,0.5439746379852295,156
NC1CC2(C1)CC(F)C2,0.6907657384872437,157
CSc1nnc(CN)s1,0.4628806412220001,158
CC(C)(C)OC(=O)N1C[C@H]2C[C@@]2(CN)C1,0.5289206504821777,159
Cc1ccc(S(=O)(=O)N2CCC(N)CC2)cc1,0.5483404994010925,160
NCCc1c(F)cccc1Cl,0.7567577362060547,161
C[C@@H](N)c1cccs1,0.5897128582000732,162
Cc1ccnc(CCN)n1,0.5187625288963318,163
Cc1cc(Br)cc2c1C(N)CC2,0.6561975479125977,164
CC(C)(C)OC(=O)N1C[C@@H](N)C[C@H](O)C1,0.5289206504821777,165
COCCCOc1cccc(CN)c1,0.5734058618545532,166
Cc1c(N)cnn1CC(C)C,0.5590645670890808,167
CC(C)(C)OC(=O)N1CC2(C1)CC(CN)(c1ccccc1)C2,0.547912061214447,168
CC(C)(C)OC(=O)N(CCN)C1CCCCCC1,0.5400691628456116,169
Cc1noc(C)c1CN,0.598652720451355,170
NC[C@@H]1CCCN1Cc1ccccc1,0.5909923315048218,171
NCC(=O)Nc1ccc(F)c(F)c1,0.6697083115577698,172
COc1cc(CCN)cc(OC)c1OCC1CC1,0.5064905285835266,173
Cn1c2c(ccc1=O)C(N)CCC2,0.5542664527893066,174
NCC1CC2(CO1)CC(F)(F)C2,0.7583751082420349,175
CCCCCCN,0.5909923315048218,176
NCc1ccnc(N2CCCC(O)C2)c1,0.5433658957481384,177
Cc1cccc([C@H]2C[C@H](N)C2)c1,0.5704554319381714,178
COCCn1cc(CN)cn1,0.541387677192688,179
CS(=O)(=O)c1ccc(CN)s1,0.5215457677841187,180
CC(C)C(N)C1CCC1,0.5909923315048218,181
COC[C@H](N)c1ccccn1,0.5724653005599976,182
COc1ccccc1[C@@H]1C[C@H]1N,0.5714548826217651,183
CCN1CCC[C@H](N)C1,0.5909923315048218,184
NCCOCc1ccc(Cl)cc1Cl,0.7396060824394226,185
NCCc1cccc2[nH]ccc12,0.5601477026939392,186
NCCc1cnccn1,0.5453546643257141,187
Cc1cn(C)nc1N,0.509158730506897,188
NCCCc1ccncc1,0.5909923315048218,189
Cn1cnc(C(CN)N2CCCC2)c1,0.5521214008331299,190
Nc1ccc(C2CNC(=O)C2)cc1,0.5688705444335938,191
NCCc1ccc(Br)cc1[N+](=O)[O-],0.5916411280632019,192
COC(=O)C[C@@H]1CC[C@H](N)C1,0.5659914612770081,193
Cc1c(CN)cnn1CC(C)C,0.5617477893829346,194
CC(C)(C)OC(=O)N1CC(CN)C1,0.519241213798523,195
NCCNC(=O)c1ccc(Cl)c(Cl)c1,0.7056806683540344,196
N#Cc1ccc(N2CCCC(N)C2)cn1,0.4692354202270508,197
CC1CCC(CN)Cc2ccccc21,0.5909923315048218,198
CCCn1ccc(N)n1,0.5401074886322021,199
NC1CCN(c2cccc(F)c2)CC1,0.6416642069816589,200
COC(CN)c1ccc(SC(F)(F)F)cc1,0.7933819890022278,201
NCCC(C(F)(F)F)C(F)(F)F,0.8720822334289551,202
CCOC1(CN)CCCOC1,0.5909923315048218,203
CC(C)(C)OC(=O)N1CCC2(CC(N)C2)C1,0.5328471064567566,204
CC1CCC(Oc2cc(CN)ccn2)CC1,0.550886869430542,205
NCC1(Sc2ccccc2)CCCC1,0.5747989416122437,206
NCC1(F)CCCC1,0.7210872173309326,207
CC1(C)CC(N)c2cc(F)ccc2O1,0.5984175801277161,208
CC(C)(C)OC(=O)NC(C)(CN)C1CCC1,0.5528767704963684,209
NCCN1CCOCC1=O,0.5621757507324219,210
CCc1nc2ccccc2n1CCN,0.5074237585067749,211
COC(=O)C1CCC(N)c2ccccc21,0.5726968050003052,212
CC(C)c1ccccc1CN,0.5868933200836182,213
NCC1(N2CCOCC2)CCOCC1,0.5909923315048218,214
CCCn1ccc(CN)n1,0.5452520847320557,215
CC(C)(C)OC(=O)N1[C@@H]2CC[C@H]1[C@H](F)[C@@H](N)C2,0.5929364562034607,216
NCC1CN(Cc2ccccc2)CC12CCC2,0.5909923315048218,217
CC(C)CC1OCCCC1N,0.5909923315048218,218
CC(C)Oc1ccccc1[C@@H](C)N,0.5660678148269653,219
NCCC1CCCOC1,0.5909923315048218,220
Cc1ccc(-c2cnccn2)cc1N,0.5154492855072021,221
C[C@H](N)[C@@H](C)NC(=O)OC(C)(C)C,0.5439746379852295,222
NC1C2C3CCC(C3)C12,0.5909923315048218,223
CC1(C)C2COC1(CN)C2,0.5909923315048218,224
CN(C)CCOc1cc(CN)ccn1,0.54509037733078,225
CC(C)(C)OC(=O)NCCn1cc(N)cn1,0.5183243751525879,226
CC(C)CC(CN)CCO,0.5909923315048218,227
Cc1ccc(C(N)c2ccccc2)cc1,0.5909923315048218,228
NCc1ccc(CN2CCCC2=O)cc1,0.5718380808830261,229
C[C@@H](N)c1ccc2c(c1)CCCC2,0.5720447897911072,230
Cc1conc1CN,0.5673825740814209,231
Cc1ccc(CN)c(OCC2CC2)c1,0.5564951300621033,232
CNS(=O)(=O)Cc1cccc(CN)c1,0.5457237362861633,233
CC(=O)N(Cc1ccc(N)cc1)C(C)C,0.5726968050003052,234
NC(Cc1ccccn1)c1ccc(Br)cc1,0.657235324382782,235
COC(=O)c1cc([C@H](C)N)ccc1OC,0.4900616109371185,236
Cc1nccn1-c1ccc(F)cc1CN,0.5842359662055969,237
CC(N)c1ccc(OCc2cccnc2)cc1,0.5790303349494934,238
Nc1cnn(C2CCC(=O)NC2)c1,0.5265260338783264,239
NCC1CC(c2ccc(-c3ccccc3)cc2)=NO1,0.562999963760376,240
COC(=O)N1CC2CCC1C(N)C2,0.545360267162323,241
CC(C)CC(C)Oc1cc(CN)ccn1,0.5481834411621094,242
Cn1c(CN)cc2cnccc21,0.5214059352874756,243
NC[C@H]1CCC(=O)N1,0.5548975467681885,244
N[C@@H]1C[C@H]1c1ccc(C(F)(F)F)cc1,0.7813030481338501,245
COC(=O)COc1cccc(N)c1,0.5506808161735535,246
CC(N)C1COCCO1,0.5909923315048218,247
CC(N)CC(C)C(F)F,0.6489521861076355,248
NC1CC2(CCCC2)c2ccccc21,0.5679053068161011,249
CC(N)c1nc(-c2ccc(Br)cc2)no1,0.6046519875526428,250
NC1CN(C2CC2)Cc2ccccc21,0.5909923315048218,251
CNC(=O)OCCCN,0.5603850483894348,252
Cc1nn(Cc2ccccc2)c(C)c1N,0.5606235265731812,253
CSc1cccc(C(C)N)c1,0.5685752630233765,254
NCC1CNC(=O)O1,0.5548975467681885,255
NC1CCc2nc(C(F)(F)F)cn2C1,0.7292104959487915,256
CN(C)S(=O)(=O)c1cccc(F)c1CN,0.5829967260360718,257
CCCCC1CCC(N)C1,0.5909923315048218,258
CC(C)c1ccc2c(c1)[C@H](N)CCO2,0.5555388927459717,259
CC1CC(N)CN1Cc1ccccc1,0.5909923315048218,260
CCC(CC)n1ncc(N)c1C,0.5405354499816895,261
CC(C)Oc1ccc(C2CCCC2N)cc1,0.5854546427726746,262
CC(C)(C)OC(=O)N1CCCN(CCN)CC1,0.5363082885742188,263
CC(C)(C)OC(=O)N1CC2CC(CN)CC1C2,0.5363082885742188,264
Nc1cnn(C2CCCCC2)c1,0.5455670356750488,265
Cn1cnn(-c2ccc(N)cc2)c1=O,0.4738049209117889,266
NCc1cccc(CN2CCCC2)c1,0.573405921459198,267
NCC1CC2(CCCC2)CO1,0.5909923315048218,268
NCc1cccc(OC2CC2)c1F,0.6061562299728394,269
CN(C)C(=O)CCCn1ccc(N)n1,0.5384813547134399,270
NCC1CCN1C1CCOCC1,0.5909923315048218,271
CC(C)(C)OC(=O)N1CCCCC1CCN,0.5328471064567566,272
NCc1cc(C(F)(F)F)cs1,0.80540531873703,273
CSc1cc(CN)ccn1,0.5420597791671753,274
CC(C)(C)OC(=O)N1Cc2ccccc2C(CN)C1,0.5421295762062073,275
CSCCC(C)N,0.5909923315048218,276
CC(N)c1nc(-c2ccc(F)c(Cl)c2)cs1,0.6447433829307556,277
COc1ccc(C(C)(C)CN)cc1,0.5901842713356018,278
CC(=O)N1CCC(CCN)CC1,0.5680896043777466,279
CC1(CN)CCCN(C(=O)OC(C)(C)C)C1,0.5328471064567566,280
NCCc1ccco1,0.5738698244094849,281
CC(N)Cn1cncn1,0.5407551527023315,282
CC(C)(C)OC(=O)N[C@H]1C[C@@](C)(N)C1,0.5473695397377014,283
COc1ccc(-c2csc(CN)c2)cc1,0.5651365518569946,284
C[C@H](N)C1CCCCC1,0.5909923315048218,285
COCCN(C)CCC(N)c1ccccc1,0.5909923315048218,286
CC(C)C(N)c1ccc(C(F)(F)F)cc1,0.7708168029785156,287
N[C@@H]1CCOc2c(F)cccc21,0.6164653897285461,288
CC(C)(C)OCc1cc(CN)no1,0.5774231553077698,289
CC(=O)N1CCc2cc(N)ccc21,0.5270680785179138,290
NCCc1cc(C2CC2)no1,0.5744736194610596,291
Cn1nc(CN)c2c1CCCC2,0.552273154258728,292
NCCc1ccncc1Br,0.6943966746330261,293
CC(C)n1ncc(N)c1C1CC1,0.5148347616195679,294
COCC1(CCN)CC1,0.5909923315048218,295
NCc1cccc(S(=O)(=O)NCC(F)(F)F)c1,0.6744285225868225,296
CC(C)(C)OC(=O)N[C@H]1C[C@@H](CN)C1,0.5473695397377014,297
Cc1ccc(C2(CN)CCOCC2)cc1,0.589631199836731,298
NCCC12CCC(CC1)CC2,0.5909923315048218,299
NC1CC2(CCCC2)C1,0.5909923315048218,300
COCCOCCn1c(CCN)nc2ccccc21,0.5296508073806763,301
NCCS(=O)(=O)c1cn[nH]c1,0.5371617078781128,302
NCc1cn(-c2ccccc2)nn1,0.5110920071601868,303
Cc1nccn1-c1ccc(CN)cn1,0.5040528178215027,304
N[C@@H]1C[C@H]1c1ccc(OCc2ccccc2)cc1,0.5909923315048218,305
CC1(C)C2CCC1(CN)CC2,0.5909923315048218,306
NC[C@@H]1CNC(=O)O1,0.5548975467681885,307
Cn1ncc(C2CC2)c1CN,0.5538696050643921,308
Cn1cnc([N+](=O)[O-])c1Oc1cccc(N)c1,0.423095166683197,309
CC(C)(CN)c1cccc(Cl)c1,0.6656011343002319,310
CC1(C)C[C@@H](N)c2cc(F)ccc2O1,0.5984175801277161,311
CC(CN)COCc1ccccc1,0.5909923315048218,312
NC1CCCN(c2ccc(F)cc2F)C1=O,0.6515400409698486,313
CC(F)(F)C(C)(C)CN,0.733640730381012,314
Cn1ccc2cc(CN)ccc21,0.5387924909591675,315
NC(CC(F)(F)F)c1ccc(F)cc1,0.7819331288337708,316
CC(C)(C)OC(=O)C1(CN)CCOCC1,0.5271738171577454,317
NCCN(CC1CC1)C1CC1,0.5909923315048218,318
CC(N)C1(c2ccc(Cl)cc2)CCC1,0.6708389520645142,319
COc1ccc(N)c(OC)c1,0.5469766855239868,320
COc1c(C)cnc(CCN)c1C,0.5173581838607788,321
CC(C)c1ccc(C(N)C(C)C)cc1,0.5909923315048218,322
Nc1ccn(CCN2CCNC2=O)n1,0.5335333347320557,323
COc1ccc2ccnc(C(C)N)c2c1,0.5317667722702026,324
C[C@@H](N)c1cc(Cl)ccc1OC(F)F,0.6958619356155396,325
CC(N)Cc1ccc(Cl)cc1Cl,0.7503056526184082,326
C[C@@H](N)c1ccccc1F,0.6729937195777893,327
Cc1ccc(C(C)N)nc1,0.549966037273407,328
Cn1ccc(C(N)c2ccc(F)cc2)n1,0.625135600566864,329
CC(=O)Nc1cccc(N)c1,0.5313082337379456,330
C#CC(N)C1CC(F)(F)C1,0.7810686230659485,331
NC[C@H]1COCCO1,0.5909923315048218,332
NCc1ncc(C(F)F)cn1,0.5659623742103577,333
Nc1ccc(OC2CCOC2)cc1,0.5909923315048218,334
NCC1CC2(C1)C(F)(F)C21CC1,0.7790083289146423,335
CCCc1c(N)cnn1-c1cc(F)c(OC)cc1F,0.5781800746917725,336
NCC(F)(F)c1ccc(F)cc1,0.7654717564582825,337
NCCOc1ncccc1C(F)(F)F,0.7264671325683594,338
C#C[C@H]1CC[C@H](N)CC1,0.5837128758430481,339
CCOC(CN)CN(C)C,0.5909923315048218,340
CCOc1ccccc1CN,0.5696666836738586,341
NCc1ccc(Cl)cc1Oc1ccc(F)c(Cl)c1,0.7001099586486816,342
NCCNS(=O)(=O)Cc1ccccc1,0.5635828375816345,343
Cc1nc(CCN)c(C)o1,0.4939485788345337,344
CC(C)(CN)c1ccc(Cl)c(Cl)c1,0.738961935043335,345
NCC1(CC(F)F)CCC1,0.6433192491531372,346
NC1CCN(Cc2ccccc2)C2(CCC2)C1,0.5909923315048218,347
C[C@H](N)c1nc2ccccc2[nH]1,0.5046002864837646,348
NCCCn1ccnn1,0.565032958984375,349
COC(C)(CN)C1CCOCC1,0.5909923315048218,350
NCc1nccn1CC(F)(F)F,0.7357519865036011,351
NCc1cc(C(F)(F)F)c(=O)[nH]n1,0.7181876301765442,352
NCCC12CC(CO1)C2,0.5909923315048218,353
NCCOC1CCOC1,0.5909923315048218,354
COc1ccc(CN)c(F)c1,0.6451011896133423,355
CC1(C)NC(=O)N(CCN)C1=O,0.4929268956184387,356
CCC(OCCN)c1ccccc1,0.5909923315048218,357
NC1COc2ccc(Br)cc21,0.6617758274078369,358
NCc1cc(Cl)ccc1Br,0.7846903204917908,359
CC(C)(C)OC(=O)N1CC(CCCCN)C1,0.5328471064567566,360
COc1cccc(CC(N)C2CC2)c1,0.573405921459198,361
Cc1nc(CN)no1,0.5355170369148254,362
N[C@H]1CCc2c(Br)cccc21,0.7011470794677734,363
NCc1ccc(Br)c(Cl)c1,0.7846903204917908,364
CS(=O)(=O)CCOc1ccc(N)cc1,0.5635828375816345,365
Cc1noc(C)c1C(C)N,0.5978887677192688,366
NCc1ccn(C2CC2)n1,0.5452520847320557,367
Nc1cnn(C2CCC2)c1,0.5363647937774658,368
NCc1cc(I)cc(F)c1F,0.7739467620849609,369
NCc1csc(CNC(=O)c2ccccc2)n1,0.5350054502487183,370
Nc1cnn(Cc2ccc(Br)cc2Cl)c1,0.6977477669715881,371
NC(CCc1ccccc1)c1ccc(F)c(Br)c1,0.691331684589386,372
CC(C)(C)OC(=O)N[C@]1(C)C[C@H](N)C1,0.5473695397377014,373
NCCC(=O)N1CCCC1,0.5634706020355225,374
CCCNc1ccc(CN)cc1,0.5909923315048218,375
CC(C)(C)OC(=O)N1CCn2c(CN)ccc2C12CCC2,0.5337227582931519,376
CC1(C)CC(F)(F)CCC1N,0.7710609436035156,377
CCN1CCO[C@@H](CN)[C@@H]1c1ccnn1C,0.5818970203399658,378
NCC1CCC(F)(F)CC1,0.7856558561325073,379
COc1ccc(CN)cc1Br,0.6628785133361816,380
NCC1CCC(F)C1,0.7022751569747925,381
COc1ccc2c(c1)CC(N)CCC2,0.573405921459198,382
CN(C)[C@@H]1COC[C@H]1CN,0.5909923315048218,383
NC1(Cc2cccc(Br)c2)CC1,0.674970805644989,384
NCc1cn2c(n1)CCCC2,0.5265840291976929,385
CCOCCOCCOCCN,0.5909923315048218,386
CC(C)C[C@H](CN)CC(=O)OC(C)(C)C,0.5503082871437073,387
CN(C)c1ccnc(CN)c1,0.5498062372207642,388
NC1CC2CCC(C1)N2Cc1ccccc1,0.5909923315048218,389
NCc1cccc(COC2CCCCC2)c1,0.5756153464317322,390
CN1CCN(CCCCN)CC1,0.5909923315048218,391
CCC(CN)Sc1cc(Cl)ccc1Cl,0.7251294851303101,392
NC1CCCC(F)C1,0.7022751569747925,393
CN1CC(CN)CC1=O,0.5589441657066345,394
NCc1cc(-c2ccccc2F)on1,0.5946099758148193,395
Cn1c(CN)nc2cc(Br)ccc21,0.5838151574134827,396
NC1CC[C@@H]2CN(Cc3ccccc3)C[C@@H]2C1,0.5909923315048218,397
CN1CCCC(C)(C)C1CN,0.5909923315048218,398
NCCOCC(F)F,0.6559354066848755,399
NCC1CCCc2cccnc21,0.5740177631378174,400
COC(=O)C1(N)CC2(CCC(F)(F)CC2)C1,0.6882736086845398,401
Cc1ncc2c(n1)CCC(N)C2,0.5135241150856018,402
CC(C)(C)OC(=O)NCC1(CN)CCC1,0.5503082871437073,403
COc1nc(C(F)(F)F)ccc1CN,0.7107264995574951,404
NCc1nc2c(s1)CCC2,0.5063632726669312,405
CC(CCN)c1cccc(C(F)(F)F)c1,0.7586772441864014,406
CN(CCCCN)CCCNC(=O)OC(C)(C)C,0.557151198387146,407
NCCc1cccc(F)c1Cl,0.7364389300346375,408
COc1ccc(F)cc1C(N)C1CC1,0.6256929636001587,409
NCC1Cc2ccccc2C1,0.5909923315048218,410
NCc1nc(-c2ccc(Br)cc2)n[nH]1,0.5812827348709106,411
COc1c(CN)c(C)nn1C,0.5045522451400757,412
COc1cccc(CCn2c(CCN)nc3ccccc32)c1,0.5266565084457397,413
CC1COCC1N,0.5909923315048218,414
N[C@@H]1CC2(CCC2)Oc2ccc(F)cc21,0.5979238748550415,415
NCc1ccccc1CC(F)(F)F,0.7384610772132874,416
COc1nccc(C)c1CN,0.5259177684783936,417
N[C@H]1CC[C@H](c2nc3ccccc3o2)CC1,0.4926275610923767,418
NCCCCc1ccc([N+](=O)[O-])cc1,0.5366189479827881,419
CCC(N)c1ccccc1OCC(=O)N1CCCC1,0.5641427636146545,420
COC(C)(CN)CC1CCC1,0.5909923315048218,421
CC(C)n1cc([C@@H](C)N)nn1,0.5221776962280273,422
Cc1cc(C)n(CCCN)c1,0.5509733557701111,423
COc1ccc(C(CN)N2CCOCC2)cc1OC,0.5531443953514099,424
CN1C[C@@H](N)[C@H](c2cncn2C)C1,0.5640153884887695,425
NCCc1nc2ccccc2n1CCC1CC1,0.5223376154899597,426
C[C@@H](N)c1ccc(Cl)cc1Br,0.7701411247253418,427
