complex_name,protein_path,ligand_description,protein_sequence
Cn1ccnc1CCN,GLP1.pdb,Cn1ccnc1CCN,
NC1CC2(CCOCC2)C1,GLP1.pdb,NC1CC2(CCOCC2)C1,
CC1(c2ccc(F)c(F)c2)CC1N,GLP1.pdb,CC1(c2ccc(F)c(F)c2)CC1N,
COc1ccccc1SCC(C)CN,GLP1.pdb,COc1ccccc1SCC(C)CN,
CCNS(=O)(=O)CCCN,GLP1.pdb,CCNS(=O)(=O)CCCN,
CC(C)(C)OC(=O)NC[C@]1(F)C[C@@H](CN)C1,GLP1.pdb,CC(C)(C)OC(=O)NC[C@]1(F)C[C@@H](CN)C1,
Cc1ccccc1OCCN,GLP1.pdb,Cc1ccccc1OCCN,
COc1cccc([C@H](C)N)n1,GLP1.pdb,COc1cccc([C@H](C)N)n1,
NCCc1ccc(N2CCCCC2)cc1,GLP1.pdb,NCCc1ccc(N2CCCCC2)cc1,
COc1cc(F)c(C(C)N)c(F)c1,GLP1.pdb,COc1cc(F)c(C(C)N)c(F)c1,
NCCc1cccc(-c2ccccc2)c1,GLP1.pdb,NCCc1cccc(-c2ccccc2)c1,
CC(C)(C)OC(=O)N(CCCN)Cc1cccnc1,GLP1.pdb,CC(C)(C)OC(=O)N(CCCN)Cc1cccnc1,
COc1ccc(C(CN)N2CCCC2)cc1,GLP1.pdb,COc1ccc(C(CN)N2CCCC2)cc1,
CN1C(=O)CCC1CN,GLP1.pdb,CN1C(=O)CCC1CN,
N#Cc1csc(CN)n1,GLP1.pdb,N#Cc1csc(CN)n1,
COc1cc2c(cc1OC)C(N)CCCC2,GLP1.pdb,COc1cc2c(cc1OC)C(N)CCCC2,
CN(C)CCNC(=O)c1cccc(CN)c1,GLP1.pdb,CN(C)CCNC(=O)c1cccc(CN)c1,
CCS(=O)(=O)CC(C)N,GLP1.pdb,CCS(=O)(=O)CC(C)N,
COc1cc(CCN)cc(OC)c1OC1CCCC1,GLP1.pdb,COc1cc(CCN)cc(OC)c1OC1CCCC1,
NCc1ccsc1Cl,GLP1.pdb,NCc1ccsc1Cl,
NC(c1ccc(F)cc1)c1ccc(F)cc1,GLP1.pdb,NC(c1ccc(F)cc1)c1ccc(F)cc1,
NCc1ccnc(-c2ccccc2)c1,GLP1.pdb,NCc1ccnc(-c2ccccc2)c1,
NC1COc2ccc(Br)cc21,GLP1.pdb,NC1COc2ccc(Br)cc21,
CC1(C)C2CCC1(C)C(N)C2,GLP1.pdb,CC1(C)C2CCC1(C)C(N)C2,
CC(C)(C)OC(=O)c1ccc(CN)cc1,GLP1.pdb,CC(C)(C)OC(=O)c1ccc(CN)cc1,
Cc1cccc(CN)c1,GLP1.pdb,Cc1cccc(CN)c1,
NCC1CCN(c2ccccc2)CC1,GLP1.pdb,NCC1CCN(c2ccccc2)CC1,
CC1(C)CC2(CC(CN)C2)C1,GLP1.pdb,CC1(C)CC2(CC(CN)C2)C1,
NC(CC(F)(F)F)c1cccc(C(F)(F)F)c1,GLP1.pdb,NC(CC(F)(F)F)c1cccc(C(F)(F)F)c1,
NCC1(CC(N)=O)CC1,GLP1.pdb,NCC1(CC(N)=O)CC1,
CCc1ccc(C(N)C(C)C)cc1,GLP1.pdb,CCc1ccc(C(N)C(C)C)cc1,
NCC1CNC(=O)O1,GLP1.pdb,NCC1CNC(=O)O1,
CC(C)(C)OC(=O)N1CC(CN)C2CC21,GLP1.pdb,CC(C)(C)OC(=O)N1CC(CN)C2CC21,
NCC1(C(F)(F)F)CC2CCC1CC2,GLP1.pdb,NCC1(C(F)(F)F)CC2CCC1CC2,
CCOc1cccc(C(C)N)c1,GLP1.pdb,CCOc1cccc(C(C)N)c1,
NCC12CC(F)(CO1)C2,GLP1.pdb,NCC12CC(F)(CO1)C2,
CS(=O)(=O)[C@H]1C[C@H](CN)C1,GLP1.pdb,CS(=O)(=O)[C@H]1C[C@H](CN)C1,
NCC(=O)N1CC=CC1,GLP1.pdb,NCC(=O)N1CC=CC1,
CCC1(CC)C(N)CC1OC,GLP1.pdb,CCC1(CC)C(N)CC1OC,
Cc1cc(CN)cnc1Br,GLP1.pdb,Cc1cc(CN)cnc1Br,
COc1ccccc1[C@@H]1C[C@H]1N,GLP1.pdb,COc1ccccc1[C@@H]1C[C@H]1N,
CC(CN)C(C)(F)F,GLP1.pdb,CC(CN)C(C)(F)F,
NCc1cccnc1-n1cncn1,GLP1.pdb,NCc1cccnc1-n1cncn1,
Cc1ccsc1CN,GLP1.pdb,Cc1ccsc1CN,
CCCOc1ccccc1C(N)CC(C)C,GLP1.pdb,CCCOc1ccccc1C(N)CC(C)C,
COC(C)(CN)OC,GLP1.pdb,COC(C)(CN)OC,
CC(C)(C)OC(=O)N1CCC[C@]1(C)CN,GLP1.pdb,CC(C)(C)OC(=O)N1CCC[C@]1(C)CN,
CC1(C)C2CCC(C2)C1CN,GLP1.pdb,CC1(C)C2CCC(C2)C1CN,
CC(N)c1ncn(C)n1,GLP1.pdb,CC(N)c1ncn(C)n1,
Cc1cc(C)c2c(c1)CCC2N,GLP1.pdb,Cc1cc(C)c2c(c1)CCC2N,
NC1CCN(Cc2cc(Cl)cc(Cl)c2)CC1,GLP1.pdb,NC1CCN(Cc2cc(Cl)cc(Cl)c2)CC1,
NCc1ccc2occc2c1,GLP1.pdb,NCc1ccc2occc2c1,
CC1(C)CC(N)Cc2ccccc21,GLP1.pdb,CC1(C)CC(N)Cc2ccccc21,
NCc1ccc(Oc2ccccc2)cc1F,GLP1.pdb,NCc1ccc(Oc2ccccc2)cc1F,
Cc1ccc(CN)c(OC(C)(C)C)c1,GLP1.pdb,Cc1ccc(CN)c(OC(C)(C)C)c1,
COC(=O)c1ccc2c(c1)CCC(N)C2,GLP1.pdb,COC(=O)c1ccc2c(c1)CCC(N)C2,
NCCn1ccc(C2CC2)n1,GLP1.pdb,NCCn1ccc(C2CC2)n1,
NCCCc1ccncc1,GLP1.pdb,NCCCc1ccncc1,
NCCOC1CCSCC1,GLP1.pdb,NCCOC1CCSCC1,
NCCc1ccc(O)cc1,GLP1.pdb,NCCc1ccc(O)cc1,
CC(C)(C)OC(=O)CCNC(=O)CCCCCN,GLP1.pdb,CC(C)(C)OC(=O)CCNC(=O)CCCCCN,
CC1(C)CC(CN)CC(C)(C)O1,GLP1.pdb,CC1(C)CC(CN)CC(C)(C)O1,
CSc1ccc(CCN)cc1,GLP1.pdb,CSc1ccc(CCN)cc1,
N[C@H]1CC[C@H](N2CCCS2(=O)=O)CC1,GLP1.pdb,N[C@H]1CC[C@H](N2CCCS2(=O)=O)CC1,
CC(C)(C)CC(N)c1ccc(Cl)cc1,GLP1.pdb,CC(C)(C)CC(N)c1ccc(Cl)cc1,
COc1ccc(CN)c(OC2CCCC2)c1,GLP1.pdb,COc1ccc(CN)c(OC2CCCC2)c1,
CSc1ccc(CN)cc1C,GLP1.pdb,CSc1ccc(CN)cc1C,
CC(C)Oc1cccc(CN)c1,GLP1.pdb,CC(C)Oc1cccc(CN)c1,
Cc1ccc(CC(C)N)c(C)c1,GLP1.pdb,Cc1ccc(CC(C)N)c(C)c1,
NCc1ccc2ccc(Br)cc2c1,GLP1.pdb,NCc1ccc2ccc(Br)cc2c1,
NCc1ccc(F)c(Cl)c1,GLP1.pdb,NCc1ccc(F)c(Cl)c1,
Cc1cnc(CCN)o1,GLP1.pdb,Cc1cnc(CCN)o1,
CC1CN(C(=O)OC(C)(C)C)CC(CCN)O1,GLP1.pdb,CC1CN(C(=O)OC(C)(C)C)CC(CCN)O1,
NCC1CCC1c1ccccc1,GLP1.pdb,NCC1CCC1c1ccccc1,
CN(C)CCOc1ccccc1CN,GLP1.pdb,CN(C)CCOc1ccccc1CN,
Cc1nc(CN)co1,GLP1.pdb,Cc1nc(CN)co1,
Cn1nc(C(F)(F)F)c(Br)c1CN,GLP1.pdb,Cn1nc(C(F)(F)F)c(Br)c1CN,
NCCc1csc(Br)c1,GLP1.pdb,NCCc1csc(Br)c1,
Cc1c(CN)n(C)c2ccccc12,GLP1.pdb,Cc1c(CN)n(C)c2ccccc12,
NCc1ccc(N2CCCCC2)cc1,GLP1.pdb,NCc1ccc(N2CCCCC2)cc1,
CC(N)c1cccc(OC(F)(F)F)c1,GLP1.pdb,CC(N)c1cccc(OC(F)(F)F)c1,
CN(Cc1ccco1)Cc1ccccc1CN,GLP1.pdb,CN(Cc1ccco1)Cc1ccccc1CN,
NCCCCn1ccnn1,GLP1.pdb,NCCCCn1ccnn1,
NCCNS(=O)(=O)Cc1ccccc1,GLP1.pdb,NCCNS(=O)(=O)Cc1ccccc1,
CC(N)c1cncn1C,GLP1.pdb,CC(N)c1cncn1C,
NCC1CCCN(Cc2cccnc2)C1,GLP1.pdb,NCC1CCCN(Cc2cccnc2)C1,
NCC1CC2CCC(C1)S2,GLP1.pdb,NCC1CC2CCC(C1)S2,
NCc1cc(Br)cc(Br)c1,GLP1.pdb,NCc1cc(Br)cc(Br)c1,
COc1ccc(OC)c(C(C)N)c1,GLP1.pdb,COc1ccc(OC)c(C(C)N)c1,
COc1cccc(OC)c1OCCN,GLP1.pdb,COc1cccc(OC)c1OCCN,
NCC1CN(C(=O)c2ccccc2)C2CCN1C2,GLP1.pdb,NCC1CN(C(=O)c2ccccc2)C2CCN1C2,
NCc1ccnc(-n2cccn2)c1,GLP1.pdb,NCc1ccnc(-n2cccn2)c1,
C[C@@H]1CN(C(=O)OC(C)(C)C)C[C@H]1CCN,GLP1.pdb,C[C@@H]1CN(C(=O)OC(C)(C)C)C[C@H]1CCN,
NCC1(c2cc(C(F)(F)F)ccc2Cl)CC1,GLP1.pdb,NCC1(c2cc(C(F)(F)F)ccc2Cl)CC1,
NCc1cc(C2CCCC2)on1,GLP1.pdb,NCc1cc(C2CCCC2)on1,
CC(C)(C)OC(=O)N1CC[C@H](Oc2cnccc2CN)C1,GLP1.pdb,CC(C)(C)OC(=O)N1CC[C@H](Oc2cnccc2CN)C1,
COC1CC2(CCC(N)CC2)C1,GLP1.pdb,COC1CC2(CCC(N)CC2)C1,
NCC1CCC12CCC2,GLP1.pdb,NCC1CCC12CCC2,
NCC1C=CCCCC1,GLP1.pdb,NCC1C=CCCCC1,
CC(C)c1nc(CCN)no1,GLP1.pdb,CC(C)c1nc(CCN)no1,
NCc1ccc(C(F)F)nc1,GLP1.pdb,NCc1ccc(C(F)F)nc1,
CCC(N)c1cccs1,GLP1.pdb,CCC(N)c1cccs1,
CS(=O)(=O)C1CC(CN)C1,GLP1.pdb,CS(=O)(=O)C1CC(CN)C1,
NCc1ccccc1N1CCCCC1,GLP1.pdb,NCc1ccccc1N1CCCCC1,
CC(N)c1ccc2c(c1)CCCC2,GLP1.pdb,CC(N)c1ccc2c(c1)CCCC2,
CC(C)c1ccccc1C(C)N,GLP1.pdb,CC(C)c1ccccc1C(C)N,
CCOc1ccc(C(=O)N2CCC(N)CC2)cc1,GLP1.pdb,CCOc1ccc(C(=O)N2CCC(N)CC2)cc1,
CC1(CN)CCCC(F)(F)C1,GLP1.pdb,CC1(CN)CCCC(F)(F)C1,
NCc1cccc(OCC(N)=O)c1,GLP1.pdb,NCc1cccc(OCC(N)=O)c1,
Cc1cc(C(N)C2CC2)ccc1F,GLP1.pdb,Cc1cc(C(N)C2CC2)ccc1F,
NC1CCCCCC1c1ccccc1,GLP1.pdb,NC1CCCCCC1c1ccccc1,
CC(N)c1ccccc1Cl,GLP1.pdb,CC(N)c1ccccc1Cl,
CN1CC[C@@H](N)[C@@H]1c1ccc(F)c(F)c1,GLP1.pdb,CN1CC[C@@H](N)[C@@H]1c1ccc(F)c(F)c1,
CC(=O)N(C)c1cccc(CN)c1,GLP1.pdb,CC(=O)N(C)c1cccc(CN)c1,
NC(=O)C1CCC2(CC1)CC(N)C2,GLP1.pdb,NC(=O)C1CCC2(CC1)CC(N)C2,
Cc1cc(CN)cnc1F,GLP1.pdb,Cc1cc(CN)cnc1F,
CC(C)O[C@H]1C[C@@H](N)C1,GLP1.pdb,CC(C)O[C@H]1C[C@@H](N)C1,
NCc1nc2c(o1)CCC(F)(F)C2,GLP1.pdb,NCc1nc2c(o1)CCC(F)(F)C2,
CC(N)c1cccc(C#N)c1,GLP1.pdb,CC(N)c1cccc(C#N)c1,
CC1Cc2cc(CCN)ccc2O1,GLP1.pdb,CC1Cc2cc(CCN)ccc2O1,
COc1ccccc1CN1CCC(N)CC1,GLP1.pdb,COc1ccccc1CN1CCC(N)CC1,
NCC1CCC2(CC2)C1,GLP1.pdb,NCC1CCC2(CC2)C1,
CCC(CN)C(C)(F)F,GLP1.pdb,CCC(CN)C(C)(F)F,
NCc1cc(-c2ccccc2)ns1,GLP1.pdb,NCc1cc(-c2ccccc2)ns1,
CC(N)c1ccccn1,GLP1.pdb,CC(N)c1ccccn1,
NCc1ccnc(Oc2ccccc2F)c1,GLP1.pdb,NCc1ccnc(Oc2ccccc2F)c1,
CCn1nnc(CN)n1,GLP1.pdb,CCn1nnc(CN)n1,
CN(C)Cc1ccc(CCN)cc1,GLP1.pdb,CN(C)Cc1ccc(CCN)cc1,
NCc1ccc(Oc2cccc3ccccc23)cc1,GLP1.pdb,NCc1ccc(Oc2cccc3ccccc23)cc1,
Cn1nc(CN)cc1C(F)(F)F,GLP1.pdb,Cn1nc(CN)cc1C(F)(F)F,
NC(CC1CCOC1)c1ccccc1,GLP1.pdb,NC(CC1CCOC1)c1ccccc1,
NC1CC(=O)N2CCCCC12,GLP1.pdb,NC1CC(=O)N2CCCCC12,
Cc1n[nH]cc1CN,GLP1.pdb,Cc1n[nH]cc1CN,
NCC(c1ccc(Cl)cc1)n1cccn1,GLP1.pdb,NCC(c1ccc(Cl)cc1)n1cccn1,
N[C@H]1C[C@H](c2cccc(F)c2)C1,GLP1.pdb,N[C@H]1C[C@H](c2cccc(F)c2)C1,
COC(=O)NCCCN,GLP1.pdb,COC(=O)NCCCN,
CN(CCCN)Cc1ccccc1,GLP1.pdb,CN(CCCN)Cc1ccccc1,
NCCc1nc2ccccc2n1Cc1ccccc1,GLP1.pdb,NCCc1nc2ccccc2n1Cc1ccccc1,
CN1[C@@H]2CCC[C@H]1CC(N)C2,GLP1.pdb,CN1[C@@H]2CCC[C@H]1CC(N)C2,
CC(C)c1ccc(CCCN)cc1,GLP1.pdb,CC(C)c1ccc(CCCN)cc1,
CC(C)(CN)OCC1CC1,GLP1.pdb,CC(C)(CN)OCC1CC1,
NCCC1CC=CC1,GLP1.pdb,NCCC1CC=CC1,
NCc1ccc2ncccc2c1,GLP1.pdb,NCc1ccc2ncccc2c1,
CCc1nc2cc(CN)ccc2n1C1CC1,GLP1.pdb,CCc1nc2cc(CN)ccc2n1C1CC1,
NCc1ccc2cccnc2c1,GLP1.pdb,NCc1ccc2cccnc2c1,
NC1C=C(c2ccc(F)cc2)C1,GLP1.pdb,NC1C=C(c2ccc(F)cc2)C1,
COc1cccc(Oc2ccc(CN)cn2)c1,GLP1.pdb,COc1cccc(Oc2ccc(CN)cn2)c1,
C#CC(N)CC(C)C,GLP1.pdb,C#CC(N)CC(C)C,
NCCCCOCCc1ccccc1,GLP1.pdb,NCCCCOCCc1ccccc1,
CP(C)(=O)C1CCCC(N)C1,GLP1.pdb,CP(C)(=O)C1CCCC(N)C1,
NCCCC(=O)NC1CC1,GLP1.pdb,NCCCC(=O)NC1CC1,
CC(C)(C)OC(=O)C1CCC(N)CC1,GLP1.pdb,CC(C)(C)OC(=O)C1CCC(N)CC1,
CC(C)(C)OC(=O)N1CCC2(CCOC2)C(CN)C1,GLP1.pdb,CC(C)(C)OC(=O)N1CCC2(CCOC2)C(CN)C1,
Cc1ccccc1[C@@H]1C[C@H]1N,GLP1.pdb,Cc1ccccc1[C@@H]1C[C@H]1N,
CC(CN)CN(C)C(=O)OC(C)(C)C,GLP1.pdb,CC(CN)CN(C)C(=O)OC(C)(C)C,
Cc1occc1CN,GLP1.pdb,Cc1occc1CN,
CC(N)c1ccc(C(F)(F)F)s1,GLP1.pdb,CC(N)c1ccc(C(F)(F)F)s1,
CC(C)(C)OC1CC(N)C1,GLP1.pdb,CC(C)(C)OC1CC(N)C1,
CC(C)(C)OC(=O)N1CCC(C)(C)C(N)C1,GLP1.pdb,CC(C)(C)OC(=O)N1CCC(C)(C)C(N)C1,
Cc1ccc(Br)cc1CCN,GLP1.pdb,Cc1ccc(Br)cc1CCN,
CC[C@@H]1OCC[C@H]1N,GLP1.pdb,CC[C@@H]1OCC[C@H]1N,
CC(O)CC(C)(C)CN,GLP1.pdb,CC(O)CC(C)(C)CN,
NCc1cc(OC2CCC2)ccn1,GLP1.pdb,NCc1cc(OC2CCC2)ccn1,
CCN(C)c1cc(CN)ccn1,GLP1.pdb,CCN(C)c1cc(CN)ccn1,
C=CCCCC(C)N,GLP1.pdb,C=CCCCC(C)N,
NCc1cc(I)ccc1F,GLP1.pdb,NCc1cc(I)ccc1F,
COc1ccc([C@@H]2CN(Cc3ccccc3)C[C@H]2N)cc1,GLP1.pdb,COc1ccc([C@@H]2CN(Cc3ccccc3)C[C@H]2N)cc1,
CN(C)[C@@H]1COC[C@H]1N,GLP1.pdb,CN(C)[C@@H]1COC[C@H]1N,
NCCc1nc2ccccc2n1CC1CCCCC1,GLP1.pdb,NCCc1nc2ccccc2n1CC1CCCCC1,
CCCCc1ccc(CCN)cc1,GLP1.pdb,CCCCc1ccc(CCN)cc1,
Cc1ccn2cc(CN)nc2c1,GLP1.pdb,Cc1ccn2cc(CN)nc2c1,
CCC(N)c1noc(-c2cccc(Br)c2)n1,GLP1.pdb,CCC(N)c1noc(-c2cccc(Br)c2)n1,
CN(C)Cc1cccc(CN)c1,GLP1.pdb,CN(C)Cc1cccc(CN)c1,
CC(C)OCCN1CCC(N)CC1,GLP1.pdb,CC(C)OCCN1CCC(N)CC1,
NC1CCN(C(=O)c2ccco2)CC1,GLP1.pdb,NC1CCN(C(=O)c2ccco2)CC1,
C[C@@H]1CCO[C@@H]1CN,GLP1.pdb,C[C@@H]1CCO[C@@H]1CN,
NCCCCN1CCOC1=O,GLP1.pdb,NCCCCN1CCOC1=O,
CC(C)Oc1ccc(CN)c(C(F)(F)F)c1,GLP1.pdb,CC(C)Oc1ccc(CN)c(C(F)(F)F)c1,
COCc1nc2n(n1)CC(N)CC2,GLP1.pdb,COCc1nc2n(n1)CC(N)CC2,
CCc1ccc(CN)nc1,GLP1.pdb,CCc1ccc(CN)nc1,
NC1CCC2CC12,GLP1.pdb,NC1CCC2CC12,
NCc1nc(-c2ccccc2F)cs1,GLP1.pdb,NCc1nc(-c2ccccc2F)cs1,
NCC1CCS1(=O)=O,GLP1.pdb,NCC1CCS1(=O)=O,
CCC(CC)(CCN)NC(=O)OC(C)(C)C,GLP1.pdb,CCC(CC)(CCN)NC(=O)OC(C)(C)C,
COc1ccc(CCN)c(OC)c1,GLP1.pdb,COc1ccc(CCN)c(OC)c1,
CCCOc1ccc(CN)cc1,GLP1.pdb,CCCOc1ccc(CN)cc1,
CC(C)(C)OC(=O)N1CCC2CC1(CCN)C2,GLP1.pdb,CC(C)(C)OC(=O)N1CCC2CC1(CCN)C2,
CC(C)N1CCN(C(C)(C)CN)CC1,GLP1.pdb,CC(C)N1CCN(C(C)(C)CN)CC1,
CCOC(CCN)C1CCCC1,GLP1.pdb,CCOC(CCN)C1CCCC1,
N[C@@H]1C[C@H]1c1ccc(Cl)c(Cl)c1,GLP1.pdb,N[C@@H]1C[C@H]1c1ccc(Cl)c(Cl)c1,
CC(N)CCC1CCCCC1,GLP1.pdb,CC(N)CCC1CCCCC1,
CC(F)(F)[C@@H]1C[C@H]1CN,GLP1.pdb,CC(F)(F)[C@@H]1C[C@H]1CN,
COCCN(C)CCN,GLP1.pdb,COCCN(C)CCN,
N[C@@H]1CN(Cc2ccccc2)C[C@H]1c1cccc(F)c1,GLP1.pdb,N[C@@H]1CN(Cc2ccccc2)C[C@H]1c1cccc(F)c1,
NCCc1cn(-c2ccccc2)nc1-c1ccc(Cl)cc1,GLP1.pdb,NCCc1cn(-c2ccccc2)nc1-c1ccc(Cl)cc1,
CC1CC(C)(CN)C1,GLP1.pdb,CC1CC(C)(CN)C1,
COc1ccc(CN)cn1,GLP1.pdb,COc1ccc(CN)cn1,
NCCC1CCSC1,GLP1.pdb,NCCC1CCSC1,
NCc1ncc(-c2ccccc2)cn1,GLP1.pdb,NCc1ncc(-c2ccccc2)cn1,
CC(C)(C)OC(=O)N(CCN)C1CCCCCC1,GLP1.pdb,CC(C)(C)OC(=O)N(CCN)C1CCCCCC1,
CC(C)CC(N)CC(C)C,GLP1.pdb,CC(C)CC(N)CC(C)C,
NCC1CCCCCCC1,GLP1.pdb,NCC1CCCCCCC1,
COc1ccc(-c2noc(CCCCCN)n2)cc1,GLP1.pdb,COc1ccc(-c2noc(CCCCCN)n2)cc1,
NCC1CCN(Cc2ccccc2)C1,GLP1.pdb,NCC1CCN(Cc2ccccc2)C1,
CN(C(=O)CN)C1CCCN(C(=O)OC(C)(C)C)C1,GLP1.pdb,CN(C(=O)CN)C1CCCN(C(=O)OC(C)(C)C)C1,
N#Cc1ccc(CN)cc1F,GLP1.pdb,N#Cc1ccc(CN)cc1F,
CC(CN)C(C)(C)C,GLP1.pdb,CC(CN)C(C)(C)C,
NCc1nc(Cc2ccccc2F)no1,GLP1.pdb,NCc1nc(Cc2ccccc2F)no1,
Cc1ccc(CN)c(Oc2ccccc2)c1,GLP1.pdb,Cc1ccc(CN)c(Oc2ccccc2)c1,
CCn1c(CN)cnc1C,GLP1.pdb,CCn1c(CN)cnc1C,
CC(C)(C)OC(=O)NCC1CCC(N)C1,GLP1.pdb,CC(C)(C)OC(=O)NCC1CCC(N)C1,
CC(N)c1cccc(F)c1F,GLP1.pdb,CC(N)c1cccc(F)c1F,
NCCc1cc(F)ccc1C(F)(F)F,GLP1.pdb,NCCc1cc(F)ccc1C(F)(F)F,
CNC(=O)C(CN)Cc1ccc(C(F)(F)F)cc1,GLP1.pdb,CNC(=O)C(CN)Cc1ccc(C(F)(F)F)cc1,
COCCN1CCC(N)CC1,GLP1.pdb,COCCN1CCC(N)CC1,
NCc1cc2nc(F)ccc2o1,GLP1.pdb,NCc1cc2nc(F)ccc2o1,
N[C@@H]1CCc2cc(Cl)ccc21,GLP1.pdb,N[C@@H]1CCc2cc(Cl)ccc21,
C[C@@H](N)COc1c(F)cccc1F,GLP1.pdb,C[C@@H](N)COc1c(F)cccc1F,
CC1(CN)CCC1,GLP1.pdb,CC1(CN)CCC1,
Cc1cnc(CN)s1,GLP1.pdb,Cc1cnc(CN)s1,
CN(C(=O)c1ccncc1)c1ccc(CN)cc1,GLP1.pdb,CN(C(=O)c1ccncc1)c1ccc(CN)cc1,
NCCCCCc1cccc2ccccc12,GLP1.pdb,NCCCCCc1cccc2ccccc12,
Cc1ccc2[nH]c(C)c(CCN)c2c1,GLP1.pdb,Cc1ccc2[nH]c(C)c(CCN)c2c1,
CC(C)(C)OC(=O)CN1C(=O)CCC(N)C1=O,GLP1.pdb,CC(C)(C)OC(=O)CN1C(=O)CCC(N)C1=O,
CCN(CC)CCOc1ccc(CN)cc1,GLP1.pdb,CCN(CC)CCOc1ccc(CN)cc1,
NCc1cccc(NC(=O)CCN2CCOCC2)c1,GLP1.pdb,NCc1cccc(NC(=O)CCN2CCOCC2)c1,
Cc1ccc(C(C)N)cc1C,GLP1.pdb,Cc1ccc(C(C)N)cc1C,
CON1CCC(N)CC1,GLP1.pdb,CON1CCC(N)CC1,
Cn1ccnc1C(N)C(F)(F)F,GLP1.pdb,Cn1ccnc1C(N)C(F)(F)F,
C=CCc1cccc(C[C@H](N)C(=O)OC)c1,GLP1.pdb,C=CCc1cccc(C[C@H](N)C(=O)OC)c1,
CCCCOC(=O)c1cccc(OCC(C)N)c1,GLP1.pdb,CCCCOC(=O)c1cccc(OCC(C)N)c1,
NC1CCN(c2ccccc2C(F)(F)F)C1,GLP1.pdb,NC1CCN(c2ccccc2C(F)(F)F)C1,
CCc1n[nH]c(=O)c(CN)c1CC,GLP1.pdb,CCc1n[nH]c(=O)c(CN)c1CC,
NC1CCc2c(F)cc(F)cc21,GLP1.pdb,NC1CCc2c(F)cc(F)cc21,
Cc1cc(C(C)(C)N)on1,GLP1.pdb,Cc1cc(C(C)(C)N)on1,
NCC(c1ccccc1F)N1CCOCC1,GLP1.pdb,NCC(c1ccccc1F)N1CCOCC1,
NCc1ccc(C(=O)N2CCCC2)cc1,GLP1.pdb,NCc1ccc(C(=O)N2CCCC2)cc1,
CCC(N)CN(C)CCCN(C)C,GLP1.pdb,CCC(N)CN(C)CCCN(C)C,
Cn1cc([C@@H]2OCC[C@H]2CN)cn1,GLP1.pdb,Cn1cc([C@@H]2OCC[C@H]2CN)cn1,
Cc1ccc2c(c1C)OCC[C@@H]2N,GLP1.pdb,Cc1ccc2c(c1C)OCC[C@@H]2N,
NCc1coc(-c2cccs2)n1,GLP1.pdb,NCc1coc(-c2cccs2)n1,
N[C@H]1C[C@H](c2ccc(Cl)c(Cl)c2)C1,GLP1.pdb,N[C@H]1C[C@H](c2ccc(Cl)c(Cl)c2)C1,
CC(C)(C)OC(=O)C1(CN)CCCOC1,GLP1.pdb,CC(C)(C)OC(=O)C1(CN)CCCOC1,
CC1(C)CCCC(N)C1,GLP1.pdb,CC1(C)CCCC(N)C1,
CC(C)(CN)Oc1ccccc1,GLP1.pdb,CC(C)(CN)Oc1ccccc1,
NCC1OC(=O)CC12CCC2,GLP1.pdb,NCC1OC(=O)CC12CCC2,
C[C@H](N)c1cc2ccccc2o1,GLP1.pdb,C[C@H](N)c1cc2ccccc2o1,
NCCSc1ncc(C(F)(F)F)cc1Cl,GLP1.pdb,NCCSc1ncc(C(F)(F)F)cc1Cl,
Cc1ccc(N2CCCC(N)C2)cc1,GLP1.pdb,Cc1ccc(N2CCCC(N)C2)cc1,
NCC1C2(CC2)C12CC2,GLP1.pdb,NCC1C2(CC2)C12CC2,
NCC1COC(=O)O1,GLP1.pdb,NCC1COC(=O)O1,
Cc1cc(C)c(CN)c(C)c1,GLP1.pdb,Cc1cc(C)c(CN)c(C)c1,
CN1CCN(Cc2cccc(CN)c2)CC1,GLP1.pdb,CN1CCN(Cc2cccc(CN)c2)CC1,
COc1ccc(C(C)CCN)cc1,GLP1.pdb,COc1ccc(C(C)CCN)cc1,
NC(c1ccccc1)c1cccs1,GLP1.pdb,NC(c1ccccc1)c1cccs1,
NCc1cccc(Cn2cnc3ccccc32)c1,GLP1.pdb,NCc1cccc(Cn2cnc3ccccc32)c1,
CN1CCN(C(CN)c2ccc(F)cc2)CC1,GLP1.pdb,CN1CCN(C(CN)c2ccc(F)cc2)CC1,
Cc1c(C(C)N)cnn1-c1ccccc1,GLP1.pdb,Cc1c(C(C)N)cnn1-c1ccccc1,
CCC(N)c1nc(C)cs1,GLP1.pdb,CCC(N)c1nc(C)cs1,
NCCC(=O)N1CCCCCC1,GLP1.pdb,NCCC(=O)N1CCCCCC1,
NCCc1cccs1,GLP1.pdb,NCCc1cccs1,
NCc1nc(CC(F)(F)F)cs1,GLP1.pdb,NCc1nc(CC(F)(F)F)cs1,
CC[C@H](CN)NC(=O)OC(C)(C)C,GLP1.pdb,CC[C@H](CN)NC(=O)OC(C)(C)C,
NCc1ccc(C(=O)N2CCCCCC2)cc1,GLP1.pdb,NCc1ccc(C(=O)N2CCCCCC2)cc1,
CC(N)c1cccc(NC(=O)Cc2ccccc2F)c1,GLP1.pdb,CC(N)c1cccc(NC(=O)Cc2ccccc2F)c1,
Cc1ccc(C(C)N)cc1,GLP1.pdb,Cc1ccc(C(C)N)cc1,
CC(C)Sc1ccc(C(C)N)cc1,GLP1.pdb,CC(C)Sc1ccc(C(C)N)cc1,
