complex_name,protein_path,ligand_description,protein_sequence
CCCc1cc(C(=O)O)sc1C,GLP1.pdb,CCCc1cc(C(=O)O)sc1C,
COc1ccc2c(c1)CCc1cc(C(=O)O)sc1-2,GLP1.pdb,COc1ccc2c(c1)CCc1cc(C(=O)O)sc1-2,
CC(O)c1nc2ccccc2s1,GLP1.pdb,CC(O)c1nc2ccccc2s1,
COc1ccc2c(c1)c(C(=O)O)c(C)n2C1CCCCC1,GLP1.pdb,COc1ccc2c(c1)c(C(=O)O)c(C)n2C1CCCCC1,
CCCNc1ccc(S(=O)(=O)N(CC)CC)cc1N,GLP1.pdb,CCCNc1ccc(S(=O)(=O)N(CC)CC)cc1N,
CCCn1c(CCC(=O)O)nc2cc(S(=O)(=O)N3CCCC3)ccc21,GLP1.pdb,CCCn1c(CCC(=O)O)nc2cc(S(=O)(=O)N3CCCC3)ccc21,
CCCCn1c(S)nc2cc(S(=O)(=O)N(C)C)ccc21,GLP1.pdb,CCCCn1c(S)nc2cc(S(=O)(=O)N(C)C)ccc21,
O=C(O)CN1C(=O)CNC1=O,GLP1.pdb,O=C(O)CN1C(=O)CNC1=O,
CC1CCCCC1NC(=O)NC(=O)CCl,GLP1.pdb,CC1CCCCC1NC(=O)NC(=O)CCl,
COCC(C)NC(=O)NC(=O)CCl,GLP1.pdb,COCC(C)NC(=O)NC(=O)CCl,
COc1ccc(NC(=O)NC(=O)CCl)cc1,GLP1.pdb,COc1ccc(NC(=O)NC(=O)CCl)cc1,
O=S(=O)(Cl)c1ccc(OC(F)(F)F)cc1,GLP1.pdb,O=S(=O)(Cl)c1ccc(OC(F)(F)F)cc1,
O=C(O)CNS(=O)(=O)c1ccc(OC(F)(F)F)cc1,GLP1.pdb,O=C(O)CNS(=O)(=O)c1ccc(OC(F)(F)F)cc1,
O=C(O)CCNS(=O)(=O)c1ccc(OC(F)(F)F)cc1,GLP1.pdb,O=C(O)CCNS(=O)(=O)c1ccc(OC(F)(F)F)cc1,
O=C(O)C1CCN(C2=NS(=O)(=O)c3ccccc32)CC1,GLP1.pdb,O=C(O)C1CCN(C2=NS(=O)(=O)c3ccccc32)CC1,
Cc1cc(C)cc(OCC2CO2)c1,GLP1.pdb,Cc1cc(C)cc(OCC2CO2)c1,
O=C(CCCl)Nc1ccc(S(=O)(=O)Nc2ccc(Cl)cc2)c(Cl)c1,GLP1.pdb,O=C(CCCl)Nc1ccc(S(=O)(=O)Nc2ccc(Cl)cc2)c(Cl)c1,
CNCc1ccco1,GLP1.pdb,CNCc1ccco1,
CCOC(C(=O)O)(c1ccccc1)c1ccccc1,GLP1.pdb,CCOC(C(=O)O)(c1ccccc1)c1ccccc1,
Cc1cc(C)c(NC(=O)CC(=O)c2ccccc2)c(Cl)c1,GLP1.pdb,Cc1cc(C)c(NC(=O)CC(=O)c2ccccc2)c(Cl)c1,
CC(C)(C)NC(=O)c1ccccc1C(=O)O,GLP1.pdb,CC(C)(C)NC(=O)c1ccccc1C(=O)O,
O=C1[N-]C(=O)C(=Cc2cccs2)S1,GLP1.pdb,O=C1[N-]C(=O)C(=Cc2cccs2)S1,
CCOc1c(Cl)cc(C=NO)cc1OC,GLP1.pdb,CCOc1c(Cl)cc(C=NO)cc1OC,
Cc1cc(N2CCN(C)CC2)ccc1N,GLP1.pdb,Cc1cc(N2CCN(C)CC2)ccc1N,
Cc1nc2ccccc2n1CCO,GLP1.pdb,Cc1nc2ccccc2n1CCO,
CCOc1cc(C=O)ccc1OC(F)F,GLP1.pdb,CCOc1cc(C=O)ccc1OC(F)F,
CCCOc1c(Cl)cc(C(=O)O)cc1OC,GLP1.pdb,CCCOc1c(Cl)cc(C(=O)O)cc1OC,
CN(C)CCCNCc1cccs1,GLP1.pdb,CN(C)CCCNCc1cccs1,
COc1cc(C(=O)O)cc(Cl)c1OCCC(C)C,GLP1.pdb,COc1cc(C(=O)O)cc(Cl)c1OCCC(C)C,
CC1CCCC(C)N1S(=O)(=O)c1ccc(N)cc1,GLP1.pdb,CC1CCCC(C)N1S(=O)(=O)c1ccc(N)cc1,
CCCCN(C)S(=O)(=O)c1ccc(N)cc1,GLP1.pdb,CCCCN(C)S(=O)(=O)c1ccc(N)cc1,
CC1CCCN(S(=O)(=O)c2ccc(Cl)c([N+](=O)[O-])c2)C1,GLP1.pdb,CC1CCCN(S(=O)(=O)c2ccc(Cl)c([N+](=O)[O-])c2)C1,
COc1ccc(NC(=O)CSCC(=O)O)cc1,GLP1.pdb,COc1ccc(NC(=O)CSCC(=O)O)cc1,
Cc1cc(C(=O)CCl)c(C)n1-c1ccc(C(C)C)cc1,GLP1.pdb,Cc1cc(C(=O)CCl)c(C)n1-c1ccc(C(C)C)cc1,
O=C(O)CNC(=O)c1ccc(S(=O)(=O)Cl)cc1,GLP1.pdb,O=C(O)CNC(=O)c1ccc(S(=O)(=O)Cl)cc1,
Cc1cc(C(=O)CCl)c(C)n1-c1ccc(F)c(Cl)c1,GLP1.pdb,Cc1cc(C(=O)CCl)c(C)n1-c1ccc(F)c(Cl)c1,
CC1CC(C)CN(S(=O)(=O)c2ccc(Cl)c([N+](=O)[O-])c2)C1,GLP1.pdb,CC1CC(C)CN(S(=O)(=O)c2ccc(Cl)c([N+](=O)[O-])c2)C1,
Cc1cccc(NC(=O)CSCC(=O)O)c1,GLP1.pdb,Cc1cccc(NC(=O)CSCC(=O)O)c1,
NC(=O)Nc1ccc(Cl)cc1,GLP1.pdb,NC(=O)Nc1ccc(Cl)cc1,
Cc1cc(C)cc(-n2c(C)cc(C(=O)CCl)c2C)c1,GLP1.pdb,Cc1cc(C)cc(-n2c(C)cc(C(=O)CCl)c2C)c1,
Cc1noc(C)c1CS,GLP1.pdb,Cc1noc(C)c1CS,
CC(Cl)C(=O)NCC(=O)Nc1ccc(F)c(F)c1F,GLP1.pdb,CC(Cl)C(=O)NCC(=O)Nc1ccc(F)c(F)c1F,
OCc1cn(-c2ccccc2)nc1-c1cccs1,GLP1.pdb,OCc1cn(-c2ccccc2)nc1-c1cccs1,
Cc1ccc(-c2nn(-c3ccccc3)cc2CO)cc1C,GLP1.pdb,Cc1ccc(-c2nn(-c3ccccc3)cc2CO)cc1C,
CCCNC(=O)c1ccccc1N,GLP1.pdb,CCCNC(=O)c1ccccc1N,
CCCCOc1c(Cl)cc(C(=O)O)cc1OCC,GLP1.pdb,CCCCOc1c(Cl)cc(C(=O)O)cc1OCC,
c1ccc(CNCc2ccco2)cc1,GLP1.pdb,c1ccc(CNCc2ccco2)cc1,
COC(=O)c1c(N)sc2c1CCCCC2,GLP1.pdb,COC(=O)c1c(N)sc2c1CCCCC2,
CC(=O)c1ccc(S(=O)(=O)NCC(=O)O)cc1,GLP1.pdb,CC(=O)c1ccc(S(=O)(=O)NCC(=O)O)cc1,
CN(C)c1ccc([N+](=O)[O-])cc1C(=O)O,GLP1.pdb,CN(C)c1ccc([N+](=O)[O-])cc1C(=O)O,
Cc1ccc(-c2nn(-c3ccccc3)cc2C(=O)O)c(C)c1,GLP1.pdb,Cc1ccc(-c2nn(-c3ccccc3)cc2C(=O)O)c(C)c1,
N#CCc1nc(-c2ccccc2)no1,GLP1.pdb,N#CCc1nc(-c2ccccc2)no1,
ClCc1csc(-c2ccccn2)n1,GLP1.pdb,ClCc1csc(-c2ccccn2)n1,
CC(Cl)c1ccccc1Cl,GLP1.pdb,CC(Cl)c1ccccc1Cl,
CCOc1ccccc1CCl,GLP1.pdb,CCOc1ccccc1CCl,
FC(F)(F)c1ccccc1CCl,GLP1.pdb,FC(F)(F)c1ccccc1CCl,
CC(C)c1ccc(CCl)cc1,GLP1.pdb,CC(C)c1ccc(CCl)cc1,
CSc1ccc(CCl)cc1,GLP1.pdb,CSc1ccc(CCl)cc1,
CC(=O)C(c1ccccc1)N1CCOCC1,GLP1.pdb,CC(=O)C(c1ccccc1)N1CCOCC1,
CC(C1CC1)N(CC(F)(F)F)C(=O)CCl,GLP1.pdb,CC(C1CC1)N(CC(F)(F)F)C(=O)CCl,
ClCc1ccc(-c2ccccc2)cc1,GLP1.pdb,ClCc1ccc(-c2ccccc2)cc1,
CCOc1ccc(O)c(C=O)c1,GLP1.pdb,CCOc1ccc(O)c(C=O)c1,
O=C(O)c1cc(S(=O)(=O)Cl)ccc1F,GLP1.pdb,O=C(O)c1cc(S(=O)(=O)Cl)ccc1F,
BrCCC12CC3CC(CC(C3)C1)C2,GLP1.pdb,BrCCC12CC3CC(CC(C3)C1)C2,
O=[N+]([O-])c1cc(S(=O)(=O)Nc2ccccc2OC(F)F)ccc1Cl,GLP1.pdb,O=[N+]([O-])c1cc(S(=O)(=O)Nc2ccccc2OC(F)F)ccc1Cl,
COc1ccc(OC)c(-c2nn(-c3ccccc3)cc2C=O)c1,GLP1.pdb,COc1ccc(OC)c(-c2nn(-c3ccccc3)cc2C=O)c1,
Cc1ccc(-c2nn(-c3ccccc3)cc2C=O)c(C)c1,GLP1.pdb,Cc1ccc(-c2nn(-c3ccccc3)cc2C=O)c(C)c1,
COc1ccc(OC)c(-c2nn(-c3ccccc3)cc2C(=O)O)c1,GLP1.pdb,COc1ccc(OC)c(-c2nn(-c3ccccc3)cc2C(=O)O)c1,
CCCCn1c(=O)c2ccccc2n2c(S)nnc12,GLP1.pdb,CCCCn1c(=O)c2ccccc2n2c(S)nnc12,
O=C1CSC(=CC(=O)c2ccco2)N1,GLP1.pdb,O=C1CSC(=CC(=O)c2ccco2)N1,
NC(=S)CN1C(=O)c2ccccc2S1(=O)=O,GLP1.pdb,NC(=S)CN1C(=O)c2ccccc2S1(=O)=O,
CN1CC(=O)N(CC(=O)O)C1=O,GLP1.pdb,CN1CC(=O)N(CC(=O)O)C1=O,
O=C(O)CN1C(=O)NC2(CCCCC2)C1=O,GLP1.pdb,O=C(O)CN1C(=O)NC2(CCCCC2)C1=O,
O=C(O)CN1C(=O)NC2(CCCc3ccccc32)C1=O,GLP1.pdb,O=C(O)CN1C(=O)NC2(CCCc3ccccc32)C1=O,
Cc1ccc(N2C(=O)N(CC(=O)O)C(=O)C2C)cc1,GLP1.pdb,Cc1ccc(N2C(=O)N(CC(=O)O)C(=O)C2C)cc1,
CCC(C)(C)C1CCC2(CC1)NC(=O)N(CC(=O)O)C2=O,GLP1.pdb,CCC(C)(C)C1CCC2(CC1)NC(=O)N(CC(=O)O)C2=O,
CCCCC1(C)NC(=O)N(CC(=O)O)C1=O,GLP1.pdb,CCCCC1(C)NC(=O)N(CC(=O)O)C1=O,
CC1(CCc2ccccc2)NC(=O)N(CC(=O)O)C1=O,GLP1.pdb,CC1(CCc2ccccc2)NC(=O)N(CC(=O)O)C1=O,
CC1(c2ccccc2)NC(=O)N(CC(=O)O)C1=O,GLP1.pdb,CC1(c2ccccc2)NC(=O)N(CC(=O)O)C1=O,
Cc1ccc(C2(C)NC(=O)N(CC(=O)O)C2=O)cc1,GLP1.pdb,Cc1ccc(C2(C)NC(=O)N(CC(=O)O)C2=O)cc1,
CC(C)CCC1(C)NC(=O)N(CC(=O)O)C1=O,GLP1.pdb,CC(C)CCC1(C)NC(=O)N(CC(=O)O)C1=O,
CCC1CCC2(CC1)NC(=O)N(CC(=O)O)C2=O,GLP1.pdb,CCC1CCC2(CC1)NC(=O)N(CC(=O)O)C2=O,
CC(C)(C)C1CCC2(CC1)NC(=O)N(CC(=O)O)C2=O,GLP1.pdb,CC(C)(C)C1CCC2(CC1)NC(=O)N(CC(=O)O)C2=O,
COc1ccc(C2(C)NC(=O)N(CC(=O)O)C2=O)cc1,GLP1.pdb,COc1ccc(C2(C)NC(=O)N(CC(=O)O)C2=O)cc1,
CC1(C2CC2)NC(=O)N(CC(=O)O)C1=O,GLP1.pdb,CC1(C2CC2)NC(=O)N(CC(=O)O)C1=O,
COC(=O)c1sc2c(c1N)CCC(C(C)(C)C)C2,GLP1.pdb,COC(=O)c1sc2c(c1N)CCC(C(C)(C)C)C2,
CCCSc1nnc(S)s1,GLP1.pdb,CCCSc1nnc(S)s1,
COc1cc(C(=O)O)cc(Cl)c1OC(C)C,GLP1.pdb,COc1cc(C(=O)O)cc(Cl)c1OC(C)C,
Cc1cc(C=O)cc(C)c1OC(F)F,GLP1.pdb,Cc1cc(C=O)cc(C)c1OC(F)F,
COc1cc(NC(=O)C2CCCC2)c(C(=O)O)cc1OC,GLP1.pdb,COc1cc(NC(=O)C2CCCC2)c(C(=O)O)cc1OC,
Nc1ccc2c(c1)OCCCO2,GLP1.pdb,Nc1ccc2c(c1)OCCCO2,
COc1cc(NC(=O)CC2CC3CCC2C3)c(C(=O)O)cc1OC,GLP1.pdb,COc1cc(NC(=O)CC2CC3CCC2C3)c(C(=O)O)cc1OC,
COc1cc(NC(=O)Cc2cccs2)c(C(=O)O)cc1OC,GLP1.pdb,COc1cc(NC(=O)Cc2cccs2)c(C(=O)O)cc1OC,
COc1cc(NC(=O)C(C)(C)C)c(C(=O)O)cc1OC,GLP1.pdb,COc1cc(NC(=O)C(C)(C)C)c(C(=O)O)cc1OC,
O=C(O)c1cc(I)ccc1-n1cnnn1,GLP1.pdb,O=C(O)c1cc(I)ccc1-n1cnnn1,
Cc1ccccc1-n1nc(SCC(=O)O)sc1=S,GLP1.pdb,Cc1ccccc1-n1nc(SCC(=O)O)sc1=S,
C#CCOc1ccc(Br)cc1C=O,GLP1.pdb,C#CCOc1ccc(Br)cc1C=O,
NNc1ccc(S(=O)(=O)N2CCCCC2)cn1,GLP1.pdb,NNc1ccc(S(=O)(=O)N2CCCCC2)cn1,
CC(C)N(C(C)C)S(=O)(=O)c1ccc(NN)nc1,GLP1.pdb,CC(C)N(C(C)C)S(=O)(=O)c1ccc(NN)nc1,
CCOc1c(Cl)cc(C#N)cc1OC,GLP1.pdb,CCOc1c(Cl)cc(C#N)cc1OC,
c1ccc(-c2nc3ccccc3[nH]2)cc1,GLP1.pdb,c1ccc(-c2nc3ccccc3[nH]2)cc1,
CCOc1cc(N2CCOCC2)c(OCC)cc1NC(=O)C(C)Cl,GLP1.pdb,CCOc1cc(N2CCOCC2)c(OCC)cc1NC(=O)C(C)Cl,
O=C(Nc1scc(-c2ccccc2)c1C(=O)O)c1cccs1,GLP1.pdb,O=C(Nc1scc(-c2ccccc2)c1C(=O)O)c1cccs1,
NC(=O)c1ccsc1NC(=O)CCC(=O)O,GLP1.pdb,NC(=O)c1ccsc1NC(=O)CCC(=O)O,
NC(=O)CCC(NS(=O)(=O)c1ccc2c(c1)OCCO2)C(=O)O,GLP1.pdb,NC(=O)CCC(NS(=O)(=O)c1ccc2c(c1)OCCO2)C(=O)O,
COC(=O)c1cccc(CBr)c1,GLP1.pdb,COC(=O)c1cccc(CBr)c1,
COc1ccc(C)cc1NC(=O)CNC(=O)CCl,GLP1.pdb,COc1ccc(C)cc1NC(=O)CNC(=O)CCl,
Cc1cc(Br)ccc1NC(=O)CN,GLP1.pdb,Cc1cc(Br)ccc1NC(=O)CN,
NNc1ncnc2cc(-c3ccc(F)cc3)sc12,GLP1.pdb,NNc1ncnc2cc(-c3ccc(F)cc3)sc12,
CS(=O)(=O)Nc1ccc(Cl)cc1F,GLP1.pdb,CS(=O)(=O)Nc1ccc(Cl)cc1F,
C=CCn1c(S)nc2cc(C(=O)O)ccc2c1=O,GLP1.pdb,C=CCn1c(S)nc2cc(C(=O)O)ccc2c1=O,
CC(NC(=O)CCl)c1ccc(Cl)cc1,GLP1.pdb,CC(NC(=O)CCl)c1ccc(Cl)cc1,
CC(C)Cc1ccc(C(C)NC(=O)CCl)cc1,GLP1.pdb,CC(C)Cc1ccc(C(C)NC(=O)CCl)cc1,
CC(N)c1ccncc1,GLP1.pdb,CC(N)c1ccncc1,
O=C(CCl)NCC1CN(Cc2ccccc2)CCO1,GLP1.pdb,O=C(CCl)NCC1CN(Cc2ccccc2)CCO1,
CC(NC(=O)CCl)c1ccc2c(c1)OCO2,GLP1.pdb,CC(NC(=O)CCl)c1ccc2c(c1)OCO2,
CC(N)c1ccc(Cl)cc1,GLP1.pdb,CC(N)c1ccc(Cl)cc1,
CC(N)c1ccc(-c2ccccc2)cc1,GLP1.pdb,CC(N)c1ccc(-c2ccccc2)cc1,
Oc1ccc(F)c(F)c1,GLP1.pdb,Oc1ccc(F)c(F)c1,
NNC(=O)CN1CCCC1=O,GLP1.pdb,NNC(=O)CN1CCCC1=O,
COc1ccc2cc(CCl)c(Cl)nc2c1,GLP1.pdb,COc1ccc2cc(CCl)c(Cl)nc2c1,
CC(SCC(=O)O)c1nc2ccccc2[nH]1,GLP1.pdb,CC(SCC(=O)O)c1nc2ccccc2[nH]1,
Cc1cc(C=O)c(C)n1CC1COc2ccccc2O1,GLP1.pdb,Cc1cc(C=O)c(C)n1CC1COc2ccccc2O1,
O=C(CCl)Nc1ccccc1C(=O)NC1CC1,GLP1.pdb,O=C(CCl)Nc1ccccc1C(=O)NC1CC1,
CSCCC(NS(=O)(=O)c1cc(C(F)(F)F)ccc1Cl)C(=O)O,GLP1.pdb,CSCCC(NS(=O)(=O)c1cc(C(F)(F)F)ccc1Cl)C(=O)O,
Cc1c(-c2ccccc2)sc(N)c1C(=O)N1CCOCC1,GLP1.pdb,Cc1c(-c2ccccc2)sc(N)c1C(=O)N1CCOCC1,
CCn1c(CCC(=O)O)nc2cc(S(=O)(=O)N3CCOCC3)ccc21,GLP1.pdb,CCn1c(CCC(=O)O)nc2cc(S(=O)(=O)N3CCOCC3)ccc21,
CC(C1CC1)n1nccc1N,GLP1.pdb,CC(C1CC1)n1nccc1N,
CC(C)n1nccc1NC(=O)CCl,GLP1.pdb,CC(C)n1nccc1NC(=O)CCl,
c1ccc2sc(C3CCNCC3)nc2c1,GLP1.pdb,c1ccc2sc(C3CCNCC3)nc2c1,
O=C(O)Cc1csc(-c2c(Cl)cccc2Cl)n1,GLP1.pdb,O=C(O)Cc1csc(-c2c(Cl)cccc2Cl)n1,
CC(C)CCn1c(S)nc2ccccc2c1=O,GLP1.pdb,CC(C)CCn1c(S)nc2ccccc2c1=O,
O=Cc1csc(-c2cccc(Br)c2)n1,GLP1.pdb,O=Cc1csc(-c2cccc(Br)c2)n1,
CC(C)CCn1c(SCC(=O)O)nc2ccccc2c1=O,GLP1.pdb,CC(C)CCn1c(SCC(=O)O)nc2ccccc2c1=O,
CC(C)CCn1c(=O)c2ccccc2n2c(S)nnc12,GLP1.pdb,CC(C)CCn1c(=O)c2ccccc2n2c(S)nnc12,
O=C1CSC(=CC(=O)c2ccc(Cl)cc2)N1,GLP1.pdb,O=C1CSC(=CC(=O)c2ccc(Cl)cc2)N1,
Nc1nc(CN2CCCCC2)cs1,GLP1.pdb,Nc1nc(CN2CCCCC2)cs1,
CCCc1cc(NC(=O)CCl)n(-c2ccccc2)n1,GLP1.pdb,CCCc1cc(NC(=O)CCl)n(-c2ccccc2)n1,
Cc1cc(C)c(NCC(=O)NN)c(C)c1,GLP1.pdb,Cc1cc(C)c(NCC(=O)NN)c(C)c1,
O=C(O)c1cc2ccccc2[nH]1,GLP1.pdb,O=C(O)c1cc2ccccc2[nH]1,
O=C(CCl)NCCOC(=O)CCl,GLP1.pdb,O=C(CCl)NCCOC(=O)CCl,
CCc1c(C(C)=O)oc2ccc(C)cc12,GLP1.pdb,CCc1c(C(C)=O)oc2ccc(C)cc12,
Cc1cc(C(=O)O)sc1C,GLP1.pdb,Cc1cc(C(=O)O)sc1C,
CCOc1ccc(C(=O)C(C)Cl)cc1,GLP1.pdb,CCOc1ccc(C(=O)C(C)Cl)cc1,
CNCc1ccc2c(c1)OCCO2,GLP1.pdb,CNCc1ccc2c(c1)OCCO2,
Cc1c(C(=O)CBr)oc2ccccc12,GLP1.pdb,Cc1c(C(=O)CBr)oc2ccccc12,
COc1ccc(-c2cc(C(=O)O)sc2C)cc1,GLP1.pdb,COc1ccc(-c2cc(C(=O)O)sc2C)cc1,
N#CCCSc1ccc(F)cc1,GLP1.pdb,N#CCCSc1ccc(F)cc1,
CCCc1cc(C(=O)NN)sc1C,GLP1.pdb,CCCc1cc(C(=O)NN)sc1C,
Nc1nc(CC(=O)c2ccccc2)cs1,GLP1.pdb,Nc1nc(CC(=O)c2ccccc2)cs1,
CCc1c(C(C)=O)oc2ccccc12,GLP1.pdb,CCc1c(C(C)=O)oc2ccccc12,
CC(=O)c1nc(C)sc1C,GLP1.pdb,CC(=O)c1nc(C)sc1C,
COCCN(CC(=O)Nc1c(C)cccc1C)C(=O)CCl,GLP1.pdb,COCCN(CC(=O)Nc1c(C)cccc1C)C(=O)CCl,
COc1ccc(N2CC(C(=O)O)CC2=O)c(OC)c1,GLP1.pdb,COc1ccc(N2CC(C(=O)O)CC2=O)c(OC)c1,
Cn1ccnc1C(=O)c1ccc([N+](=O)[O-])cc1,GLP1.pdb,Cn1ccnc1C(=O)c1ccc([N+](=O)[O-])cc1,
CNCC(=O)NCC(=O)Nc1c(C)cccc1C,GLP1.pdb,CNCC(=O)NCC(=O)Nc1c(C)cccc1C,
CCOC(=O)c1ccc(S(=O)(=O)NCC(=O)O)cc1,GLP1.pdb,CCOC(=O)c1ccc(S(=O)(=O)NCC(=O)O)cc1,
CC(=O)c1ccc(S(=O)(=O)NCCC(=O)O)cc1,GLP1.pdb,CC(=O)c1ccc(S(=O)(=O)NCCC(=O)O)cc1,
CS(=O)(=O)c1ccc(Cl)c(C(=O)O)c1,GLP1.pdb,CS(=O)(=O)c1ccc(Cl)c(C(=O)O)c1,
CS(=O)(=O)c1cccc(C(=O)O)c1,GLP1.pdb,CS(=O)(=O)c1cccc(C(=O)O)c1,
CCCNCc1ccc(OCC(C)C)c(OC)c1,GLP1.pdb,CCCNCc1ccc(OCC(C)C)c(OC)c1,
CCCOc1ccc(CO)cc1OC,GLP1.pdb,CCCOc1ccc(CO)cc1OC,
N#CCCNc1ccc2c(c1)OCCO2,GLP1.pdb,N#CCCNc1ccc2c(c1)OCCO2,
Nc1ccc(N2CCOCC2)cc1N1CCOCC1,GLP1.pdb,Nc1ccc(N2CCOCC2)cc1N1CCOCC1,
COc1cc(C#N)ccc1OC(C)C,GLP1.pdb,COc1cc(C#N)ccc1OC(C)C,
CC(Cl)c1nc2ccccc2c(=O)[nH]1,GLP1.pdb,CC(Cl)c1nc2ccccc2c(=O)[nH]1,
Cc1ccc(C(C)(C)CC(=O)O)cc1,GLP1.pdb,Cc1ccc(C(C)(C)CC(=O)O)cc1,
CC(NC(=O)CCl)c1ccccc1Cl,GLP1.pdb,CC(NC(=O)CCl)c1ccccc1Cl,
CC(NC(=O)CCl)c1cccc(Cl)c1,GLP1.pdb,CC(NC(=O)CCl)c1cccc(Cl)c1,
C[C@@H](N)c1ccc(Br)cc1,GLP1.pdb,C[C@@H](N)c1ccc(Br)cc1,
Cc1ccc(-c2nn(-c3ccc(F)cc3)cc2C(=O)O)cc1,GLP1.pdb,Cc1ccc(-c2nn(-c3ccc(F)cc3)cc2C(=O)O)cc1,
CCn1c(S)nnc1CN1CCCCCC1=O,GLP1.pdb,CCn1c(S)nnc1CN1CCCCCC1=O,
O=C(O)CN1CCCCCC1=O,GLP1.pdb,O=C(O)CN1CCCCCC1=O,
Cc1ccc(-c2nn(-c3ccc(F)cc3)cc2C=O)cc1,GLP1.pdb,Cc1ccc(-c2nn(-c3ccc(F)cc3)cc2C=O)cc1,
Cc1cccc(-c2nn(-c3ccccc3)cc2C(=O)O)c1,GLP1.pdb,Cc1cccc(-c2nn(-c3ccccc3)cc2C(=O)O)c1,
O=C(O)CN1C(=O)c2ccc([N+](=O)[O-])cc2C1=O,GLP1.pdb,O=C(O)CN1C(=O)c2ccc([N+](=O)[O-])cc2C1=O,
NC(=O)CCC(NS(=O)(=O)c1cccc(C(F)(F)F)c1)C(=O)O,GLP1.pdb,NC(=O)CCC(NS(=O)(=O)c1cccc(C(F)(F)F)c1)C(=O)O,
CCCCCn1c(S)nc2cc(Cl)ccc2c1=O,GLP1.pdb,CCCCCn1c(S)nc2cc(Cl)ccc2c1=O,
C=CCNc1nnc(S)s1,GLP1.pdb,C=CCNc1nnc(S)s1,
Nc1nc(CN2CCOCC2)cs1,GLP1.pdb,Nc1nc(CN2CCOCC2)cs1,
COc1ccc(OC)c(C#N)c1,GLP1.pdb,COc1ccc(OC)c(C#N)c1,
NNC(=O)c1ccc(Cl)cc1Cl,GLP1.pdb,NNC(=O)c1ccc(Cl)cc1Cl,
COCCCn1c(S)nc2cc(Cl)ccc2c1=O,GLP1.pdb,COCCCn1c(S)nc2cc(Cl)ccc2c1=O,
CC(=O)c1ccc(S(=O)(=O)NCCCC(=O)O)cc1,GLP1.pdb,CC(=O)c1ccc(S(=O)(=O)NCCCC(=O)O)cc1,
O=C(O)C1CC(=O)N(Cc2ccccc2Cl)C1,GLP1.pdb,O=C(O)C1CC(=O)N(Cc2ccccc2Cl)C1,
CCN1CCN(c2ccc(N)c(C)c2)CC1,GLP1.pdb,CCN1CCN(c2ccc(N)c(C)c2)CC1,
CCOC(=O)c1sc(-c2ccc(Cl)cc2)cc1N,GLP1.pdb,CCOC(=O)c1sc(-c2ccc(Cl)cc2)cc1N,
CNCC(=O)Nc1c(C)cc(C)cc1C,GLP1.pdb,CNCC(=O)Nc1c(C)cc(C)cc1C,
CCCC(=O)c1ccc2c(c1)nc(S)n2CC,GLP1.pdb,CCCC(=O)c1ccc2c(c1)nc(S)n2CC,
c1csc(CNC23CC4CC(CC(C4)C2)C3)c1,GLP1.pdb,c1csc(CNC23CC4CC(CC(C4)C2)C3)c1,
CCOC(=O)c1c(CCl)nc2ccccc2c1-c1ccccc1,GLP1.pdb,CCOC(=O)c1c(CCl)nc2ccccc2c1-c1ccccc1,
CC(=O)c1cc2c(ccc3ccccc32)o1,GLP1.pdb,CC(=O)c1cc2c(ccc3ccccc32)o1,
Cn1cccc1C(=O)CCl,GLP1.pdb,Cn1cccc1C(=O)CCl,
CCc1ccccc1N1CC(C(=O)O)CC1=O,GLP1.pdb,CCc1ccccc1N1CC(C(=O)O)CC1=O,
CC(C)NS(=O)(=O)c1ccc(N)cc1,GLP1.pdb,CC(C)NS(=O)(=O)c1ccc(N)cc1,
Cc1ccc(S(=O)(=O)N2CCC(C(=O)O)CC2)c(C)c1,GLP1.pdb,Cc1ccc(S(=O)(=O)N2CCC(C(=O)O)CC2)c(C)c1,
CNS(=O)(=O)c1ccc(N)cc1,GLP1.pdb,CNS(=O)(=O)c1ccc(N)cc1,
CC1CCN(S(=O)(=O)c2ccc(Cl)c([N+](=O)[O-])c2)CC1,GLP1.pdb,CC1CCN(S(=O)(=O)c2ccc(Cl)c([N+](=O)[O-])c2)CC1,
Cc1cc(NC(=O)CSCC(=O)O)no1,GLP1.pdb,Cc1cc(NC(=O)CSCC(=O)O)no1,
Cc1cc(C(=O)CCl)c(C)n1-c1ccc(Cl)c(C(F)(F)F)c1,GLP1.pdb,Cc1cc(C(=O)CCl)c(C)n1-c1ccc(Cl)c(C(F)(F)F)c1,
Cc1ccc(NC(N)=O)c(C)c1,GLP1.pdb,Cc1ccc(NC(N)=O)c(C)c1,
Cc1cc(C(=O)CCl)c(C)n1-c1cccc(F)c1,GLP1.pdb,Cc1cc(C(=O)CCl)c(C)n1-c1cccc(F)c1,
CC(C)(C)c1ccc(S(=O)(=O)N2CCC(C(=O)O)CC2)cc1,GLP1.pdb,CC(C)(C)c1ccc(S(=O)(=O)N2CCC(C(=O)O)CC2)cc1,
O=C(O)C1CCN(S(=O)(=O)c2ccc(Cl)c([N+](=O)[O-])c2)CC1,GLP1.pdb,O=C(O)C1CCN(S(=O)(=O)c2ccc(Cl)c([N+](=O)[O-])c2)CC1,
