complex_name,protein_path,ligand_description,protein_sequence
CCc1ccc(CC)c(C(=O)CCl)c1,GLP1.pdb,CCc1ccc(CC)c(C(=O)CCl)c1,
CCOc1ccc(C(=O)CCl)cc1,GLP1.pdb,CCOc1ccc(C(=O)CCl)cc1,
O=Cc1c(Cl)ccc(Cl)c1Cl,GLP1.pdb,O=Cc1c(Cl)ccc(Cl)c1Cl,
O=C(C=Cc1ccccc1)c1ccccc1,GLP1.pdb,O=C(C=Cc1ccccc1)c1ccccc1,
O=[N+]([O-])c1cc(Cl)ccc1O,GLP1.pdb,O=[N+]([O-])c1cc(Cl)ccc1O,
CCOC(=O)c1sc2nc(CSCCC(=O)O)[nH]c(=O)c2c1C,GLP1.pdb,CCOC(=O)c1sc2nc(CSCCC(=O)O)[nH]c(=O)c2c1C,
Cc1cc(C(=O)CCl)c(C)n1NC(=O)c1ccccc1,GLP1.pdb,Cc1cc(C(=O)CCl)c(C)n1NC(=O)c1ccccc1,
O=C(O)C1CCN(C(=O)C=Cc2ccccc2)CC1,GLP1.pdb,O=C(O)C1CCN(C(=O)C=Cc2ccccc2)CC1,
CCOc1cccc(C=O)c1OC(F)F,GLP1.pdb,CCOc1cccc(C=O)c1OC(F)F,
Cc1cc(C(C)(C)C)cc(C)c1S(=O)(=O)Cl,GLP1.pdb,Cc1cc(C(C)(C)C)cc(C)c1S(=O)(=O)Cl,
CN1CCN(C(CN)c2cccs2)CC1,GLP1.pdb,CN1CCN(C(CN)c2cccs2)CC1,
CCN(CC)C(CN)c1ccccc1,GLP1.pdb,CCN(CC)C(CN)c1ccccc1,
NCC(c1ccccc1)N1CCCC1,GLP1.pdb,NCC(c1ccccc1)N1CCCC1,
NCC(c1cccs1)N1CCCC1,GLP1.pdb,NCC(c1cccs1)N1CCCC1,
CC1CCNc2ccccc2S1,GLP1.pdb,CC1CCNc2ccccc2S1,
Cc1ccc(S(=O)(=O)N(CC(=O)O)Cc2ccco2)cc1,GLP1.pdb,Cc1ccc(S(=O)(=O)N(CC(=O)O)Cc2ccco2)cc1,
ClCc1coc(-c2ccccc2)n1,GLP1.pdb,ClCc1coc(-c2ccccc2)n1,
CCN(CC)S(=O)(=O)c1ccc(OCC(=O)O)c([N+](=O)[O-])c1,GLP1.pdb,CCN(CC)S(=O)(=O)c1ccc(OCC(=O)O)c([N+](=O)[O-])c1,
CCC(N)C12CC3CC(CC(C3)C1)C2,GLP1.pdb,CCC(N)C12CC3CC(CC(C3)C1)C2,
O=C(O)CN1C(=O)NC2(CCCc3sccc32)C1=O,GLP1.pdb,O=C(O)CN1C(=O)NC2(CCCc3sccc32)C1=O,
O=C(O)CSc1ccccc1[N+](=O)[O-],GLP1.pdb,O=C(O)CSc1ccccc1[N+](=O)[O-],
O=C(O)Cn1cnc2sccc2c1=O,GLP1.pdb,O=C(O)Cn1cnc2sccc2c1=O,
Cc1ccc(S(=O)(=O)NC(CCCl)c2ccccc2)cc1,GLP1.pdb,Cc1ccc(S(=O)(=O)NC(CCCl)c2ccccc2)cc1,
O=S(=O)(NC(CCCl)c1ccccc1)c1ccc(Cl)cc1,GLP1.pdb,O=S(=O)(NC(CCCl)c1ccccc1)c1ccc(Cl)cc1,
O=C(CCl)N1N=C(c2cccs2)CC1c1cccs1,GLP1.pdb,O=C(CCl)N1N=C(c2cccs2)CC1c1cccs1,
O=c1ccc(S(=O)(=O)N2CCCC2)c[nH]1,GLP1.pdb,O=c1ccc(S(=O)(=O)N2CCCC2)c[nH]1,
CCOc1cc(C#N)ccc1O,GLP1.pdb,CCOc1cc(C#N)ccc1O,
CCC(=O)c1cc(Cl)ccc1O,GLP1.pdb,CCC(=O)c1cc(Cl)ccc1O,
O=C(O)CCCNS(=O)(=O)c1ccc(F)cc1,GLP1.pdb,O=C(O)CCCNS(=O)(=O)c1ccc(F)cc1,
O=C(O)CCNS(=O)(=O)c1ccccc1Br,GLP1.pdb,O=C(O)CCNS(=O)(=O)c1ccccc1Br,
O=C(O)c1ccc(Cl)c(S(=O)(=O)NCc2ccc(Cl)cc2Cl)c1,GLP1.pdb,O=C(O)c1ccc(Cl)c(S(=O)(=O)NCc2ccc(Cl)cc2Cl)c1,
CC(NC(=O)C=Cc1ccccc1)C(=O)O,GLP1.pdb,CC(NC(=O)C=Cc1ccccc1)C(=O)O,
Cc1cc(CN2C(=O)c3ccccc3C2=O)cc(C(=O)O)c1O,GLP1.pdb,Cc1cc(CN2C(=O)c3ccccc3C2=O)cc(C(=O)O)c1O,
CCN(CC)c1ccc(S(N)(=O)=O)cc1N,GLP1.pdb,CCN(CC)c1ccc(S(N)(=O)=O)cc1N,
O=C(Nc1ccccc1)c1ccc(CBr)cc1,GLP1.pdb,O=C(Nc1ccccc1)c1ccc(CBr)cc1,
O=C(O)c1ccc(NC(=O)C2CC2)cc1,GLP1.pdb,O=C(O)c1ccc(NC(=O)C2CC2)cc1,
COC(=O)c1ccc(O)c(Cl)c1,GLP1.pdb,COC(=O)c1ccc(O)c(Cl)c1,
CN(C)S(=O)(=O)c1ccc(N2CCOCC2)c(C(=O)O)c1,GLP1.pdb,CN(C)S(=O)(=O)c1ccc(N2CCOCC2)c(C(=O)O)c1,
Cc1ccc(S(N)(=O)=O)cc1C(=O)O,GLP1.pdb,Cc1ccc(S(N)(=O)=O)cc1C(=O)O,
NS(=O)(=O)c1ccc(Cl)c(C(=O)O)c1,GLP1.pdb,NS(=O)(=O)c1ccc(Cl)c(C(=O)O)c1,
NS(=O)(=O)c1ccc(Br)c(C(=O)O)c1,GLP1.pdb,NS(=O)(=O)c1ccc(Br)c(C(=O)O)c1,
NS(=O)(=O)c1ccc(F)c(C(=O)O)c1,GLP1.pdb,NS(=O)(=O)c1ccc(F)c(C(=O)O)c1,
Nc1ccc(S(N)(=O)=O)cc1C(=O)O,GLP1.pdb,Nc1ccc(S(N)(=O)=O)cc1C(=O)O,
O=C(O)c1ccc2c(c1)C(=O)N(CC1CCCO1)C2=O,GLP1.pdb,O=C(O)c1ccc2c(c1)C(=O)N(CC1CCCO1)C2=O,
Cc1ccc(S(=O)(=O)NCCCC(=O)O)cc1C,GLP1.pdb,Cc1ccc(S(=O)(=O)NCCCC(=O)O)cc1C,
Cc1ccc(S(=O)(=O)NC(C(=O)O)C(C)C)cc1C,GLP1.pdb,Cc1ccc(S(=O)(=O)NC(C(=O)O)C(C)C)cc1C,
CC(CN1CCCCCC1)C(=O)NN,GLP1.pdb,CC(CN1CCCCCC1)C(=O)NN,
CC(Cl)C(=O)Nc1cc(C(C)(C)C)nn1-c1ccccc1,GLP1.pdb,CC(Cl)C(=O)Nc1cc(C(C)(C)C)nn1-c1ccccc1,
O=C(O)c1cc2c(Cl)cccc2s1,GLP1.pdb,O=C(O)c1cc2c(Cl)cccc2s1,
O=C1CCNC(=O)N1,GLP1.pdb,O=C1CCNC(=O)N1,
O=C(O)CCCNS(=O)(=O)c1ccc2c(c1)OCCO2,GLP1.pdb,O=C(O)CCCNS(=O)(=O)c1ccc2c(c1)OCCO2,
CC(=O)c1ccc(S(=O)(=O)N2CCC(C(=O)O)CC2)cc1,GLP1.pdb,CC(=O)c1ccc(S(=O)(=O)N2CCC(C(=O)O)CC2)cc1,
O=C(O)CCCNS(=O)(=O)c1ccc2c(c1)OCCCO2,GLP1.pdb,O=C(O)CCCNS(=O)(=O)c1ccc2c(c1)OCCCO2,
CC(Cl)C(=O)NCC(F)(F)F,GLP1.pdb,CC(Cl)C(=O)NCC(F)(F)F,
CCc1ccc(CC)c(-c2csc(N)n2)c1,GLP1.pdb,CCc1ccc(CC)c(-c2csc(N)n2)c1,
Sc1ncnc2cc(-c3ccc(Cl)cc3)sc12,GLP1.pdb,Sc1ncnc2cc(-c3ccc(Cl)cc3)sc12,
NNc1ncnc2scc(-c3ccc(F)cc3)c12,GLP1.pdb,NNc1ncnc2scc(-c3ccc(F)cc3)c12,
NCc1nc2ccccc2s1,GLP1.pdb,NCc1nc2ccccc2s1,
Fc1ccccc1-n1cnnc1S,GLP1.pdb,Fc1ccccc1-n1cnnc1S,
CCCCCn1cnnc1S,GLP1.pdb,CCCCCn1cnnc1S,
COc1ccccc1C(=O)c1c(NC(=O)CCl)sc2c1CCCC2,GLP1.pdb,COc1ccccc1C(=O)c1c(NC(=O)CCl)sc2c1CCCC2,
ClCc1ccno1,GLP1.pdb,ClCc1ccno1,
COCCn1c(S)nc2ccc(Br)cc2c1=O,GLP1.pdb,COCCn1c(S)nc2ccc(Br)cc2c1=O,
CC(=O)N(c1nc(CCl)cs1)c1ccc(C)cc1C,GLP1.pdb,CC(=O)N(c1nc(CCl)cs1)c1ccc(C)cc1C,
CCc1ccccc1N(C(C)=O)c1nc(CCl)cs1,GLP1.pdb,CCc1ccccc1N(C(C)=O)c1nc(CCl)cs1,
CC(=O)N(c1nc(CCl)cs1)c1cccc(C)c1C,GLP1.pdb,CC(=O)N(c1nc(CCl)cs1)c1cccc(C)c1C,
CC(Oc1ccccc1F)c1nnc(S)o1,GLP1.pdb,CC(Oc1ccccc1F)c1nnc(S)o1,
NC(CC(=O)Nc1ccc2c(c1)OCCO2)=NO,GLP1.pdb,NC(CC(=O)Nc1ccc2c(c1)OCCO2)=NO,
NC(=O)C1CNc2ccccc2O1,GLP1.pdb,NC(=O)C1CNc2ccccc2O1,
Cc1ccc(S(=O)(=O)N(C)C)cc1C(=O)O,GLP1.pdb,Cc1ccc(S(=O)(=O)N(C)C)cc1C(=O)O,
CNS(=O)(=O)c1ccc(Br)c(C(=O)O)c1,GLP1.pdb,CNS(=O)(=O)c1ccc(Br)c(C(=O)O)c1,
CN(C)S(=O)(=O)c1ccc(Br)c(C(=O)O)c1,GLP1.pdb,CN(C)S(=O)(=O)c1ccc(Br)c(C(=O)O)c1,
COc1ccc(C(=O)O)cc1S(=O)(=O)N(C)C,GLP1.pdb,COc1ccc(C(=O)O)cc1S(=O)(=O)N(C)C,
CCOC(=O)c1ccc(NC(=O)CSCCC(=O)O)cc1,GLP1.pdb,CCOC(=O)c1ccc(NC(=O)CSCCC(=O)O)cc1,
C=CCNS(=O)(=O)c1cccc(C(=O)O)c1,GLP1.pdb,C=CCNS(=O)(=O)c1cccc(C(=O)O)c1,
Cc1ccc(S(=O)(=O)Nc2cccc([N+](=O)[O-])c2)c(C)c1,GLP1.pdb,Cc1ccc(S(=O)(=O)Nc2cccc([N+](=O)[O-])c2)c(C)c1,
NC(=O)Nc1ccccc1F,GLP1.pdb,NC(=O)Nc1ccccc1F,
Cc1ccc(-c2csc3nc(S)n(C)c(=O)c23)cc1C,GLP1.pdb,Cc1ccc(-c2csc3nc(S)n(C)c(=O)c23)cc1C,
CNS(=O)(=O)c1cc(C(=O)O)ccc1OC,GLP1.pdb,CNS(=O)(=O)c1cc(C(=O)O)ccc1OC,
NS(=O)(=O)c1ccc(C(=O)O)cc1,GLP1.pdb,NS(=O)(=O)c1ccc(C(=O)O)cc1,
COc1ccc(C(=O)O)cc1S(N)(=O)=O,GLP1.pdb,COc1ccc(C(=O)O)cc1S(N)(=O)=O,
CNS(=O)(=O)c1ccc(Cl)c(C(=O)O)c1,GLP1.pdb,CNS(=O)(=O)c1ccc(Cl)c(C(=O)O)c1,
CN(C)S(=O)(=O)c1cc(C(=O)O)ccc1Br,GLP1.pdb,CN(C)S(=O)(=O)c1cc(C(=O)O)ccc1Br,
CN(C)S(=O)(=O)c1cc(C(=O)O)ccc1Cl,GLP1.pdb,CN(C)S(=O)(=O)c1cc(C(=O)O)ccc1Cl,
CC(C)(C)NS(=O)(=O)c1cccc(C(=O)O)c1,GLP1.pdb,CC(C)(C)NS(=O)(=O)c1cccc(C(=O)O)c1,
CCNS(=O)(=O)c1cccc(C(=O)O)c1,GLP1.pdb,CCNS(=O)(=O)c1cccc(C(=O)O)c1,
CNS(=O)(=O)c1ccc(F)c(C(=O)O)c1,GLP1.pdb,CNS(=O)(=O)c1ccc(F)c(C(=O)O)c1,
CC(C)N1C(=O)NC(=O)C1=O,GLP1.pdb,CC(C)N1C(=O)NC(=O)C1=O,
CN(C)S(=O)(=O)c1ccc(F)c(C(=O)O)c1,GLP1.pdb,CN(C)S(=O)(=O)c1ccc(F)c(C(=O)O)c1,
CC(C)NS(=O)(=O)c1ccc(C(=O)O)cc1,GLP1.pdb,CC(C)NS(=O)(=O)c1ccc(C(=O)O)cc1,
O=C(O)c1cccc(S(=O)(=O)NCc2ccco2)c1,GLP1.pdb,O=C(O)c1cccc(S(=O)(=O)NCc2ccco2)c1,
O=S(=O)(Cl)c1ccc(C2CCCCC2)cc1,GLP1.pdb,O=S(=O)(Cl)c1ccc(C2CCCCC2)cc1,
Sc1ccc2c(c1)OCCCO2,GLP1.pdb,Sc1ccc2c(c1)OCCCO2,
O=C(O)c1cccc(S(=O)(=O)NCC2CCCO2)c1,GLP1.pdb,O=C(O)c1cccc(S(=O)(=O)NCC2CCCO2)c1,
CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(C(=O)O)cc2)cc1,GLP1.pdb,CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(C(=O)O)cc2)cc1,
Cc1ccc(S(=O)(=O)NCCC(=O)O)c(C)c1,GLP1.pdb,Cc1ccc(S(=O)(=O)NCCC(=O)O)c(C)c1,
CC(C)(C)NS(=O)(=O)c1ccc(C(=O)O)cc1,GLP1.pdb,CC(C)(C)NS(=O)(=O)c1ccc(C(=O)O)cc1,
CC1CCCN(S(=O)(=O)c2ccc(C(=O)O)cc2)C1,GLP1.pdb,CC1CCCN(S(=O)(=O)c2ccc(C(=O)O)cc2)C1,
O=C(O)C1CCN(S(=O)(=O)c2ccc(Br)s2)CC1,GLP1.pdb,O=C(O)C1CCN(S(=O)(=O)c2ccc(Br)s2)CC1,
Nc1ccc(NS(=O)(=O)c2ccc3c(c2)OCCO3)cc1,GLP1.pdb,Nc1ccc(NS(=O)(=O)c2ccc3c(c2)OCCO3)cc1,
O=C(O)CNS(=O)(=O)Cc1ccccc1,GLP1.pdb,O=C(O)CNS(=O)(=O)Cc1ccccc1,
COc1ccc(S(=O)(=O)CCC(=O)O)cc1,GLP1.pdb,COc1ccc(S(=O)(=O)CCC(=O)O)cc1,
O=C(O)CCS(=O)(=O)c1ccc2c(c1)OCCO2,GLP1.pdb,O=C(O)CCS(=O)(=O)c1ccc2c(c1)OCCO2,
O=C(CCl)N1CCN(C(=O)C2COc3ccccc3O2)CC1,GLP1.pdb,O=C(CCl)N1CCN(C(=O)C2COc3ccccc3O2)CC1,
CCN(CC)S(=O)(=O)c1ccc(C(C)N)cc1,GLP1.pdb,CCN(CC)S(=O)(=O)c1ccc(C(C)N)cc1,
CSc1ccc(C(=O)CCl)cc1,GLP1.pdb,CSc1ccc(C(=O)CCl)cc1,
CCN(CC)S(=O)(=O)c1ccc(=O)n(CC(=O)O)c1,GLP1.pdb,CCN(CC)S(=O)(=O)c1ccc(=O)n(CC(=O)O)c1,
CCOc1ccc(NC(=O)COc2ccc(C=O)cc2OC)cc1,GLP1.pdb,CCOc1ccc(NC(=O)COc2ccc(C=O)cc2OC)cc1,
CC(Oc1ccc(C#N)cc1)C(=O)O,GLP1.pdb,CC(Oc1ccc(C#N)cc1)C(=O)O,
COC(=O)c1ccc2c(=O)n(Cc3ccccc3Cl)c(S)nc2c1,GLP1.pdb,COC(=O)c1ccc2c(=O)n(Cc3ccccc3Cl)c(S)nc2c1,
CC(C)CN1CCNCC1,GLP1.pdb,CC(C)CN1CCNCC1,
O=C(O)c1cccc(N2C(=O)C=CC2=O)c1,GLP1.pdb,O=C(O)c1cccc(N2C(=O)C=CC2=O)c1,
O=Cc1ccccc1OCC(=O)N1CCCC1,GLP1.pdb,O=Cc1ccccc1OCC(=O)N1CCCC1,
Cc1ccc(-c2csc3ncn(CC(=O)O)c(=O)c23)cc1,GLP1.pdb,Cc1ccc(-c2csc3ncn(CC(=O)O)c(=O)c23)cc1,
COc1cc(C#N)cc(Cl)c1O,GLP1.pdb,COc1cc(C#N)cc(Cl)c1O,
CC(C)NCC(O)COc1cccc2ccccc12,GLP1.pdb,CC(C)NCC(O)COc1cccc2ccccc12,
CC(Br)c1ccccc1,GLP1.pdb,CC(Br)c1ccccc1,
NC(=S)N=C(N)N,GLP1.pdb,NC(=S)N=C(N)N,
CC(C)=CCCC(C)CC=O,GLP1.pdb,CC(C)=CCCC(C)CC=O,
CS(N)(=O)=O,GLP1.pdb,CS(N)(=O)=O,
N#CCc1ccc(O)cc1,GLP1.pdb,N#CCc1ccc(O)cc1,
CCCCOC(=O)c1ccc(O)cc1,GLP1.pdb,CCCCOC(=O)c1ccc(O)cc1,
OCCNC1CCCCC1,GLP1.pdb,OCCNC1CCCCC1,
Cn1c(=O)c2c(ncn2CCO)n(C)c1=O,GLP1.pdb,Cn1c(=O)c2c(ncn2CCO)n(C)c1=O,
CC(C)(C(=O)O)c1ccccc1,GLP1.pdb,CC(C)(C(=O)O)c1ccccc1,
CC(C)c1cccc(N)c1,GLP1.pdb,CC(C)c1cccc(N)c1,
COC(=O)c1ccccc1CC#N,GLP1.pdb,COC(=O)c1ccccc1CC#N,
NN(Cc1ccccc1)Cc1ccccc1,GLP1.pdb,NN(Cc1ccccc1)Cc1ccccc1,
O=C1Cc2ccccc2O1,GLP1.pdb,O=C1Cc2ccccc2O1,
Cc1cccc(C#N)c1,GLP1.pdb,Cc1cccc(C#N)c1,
O=C1NC(=O)c2c(Cl)c(Cl)c(Cl)c(Cl)c21,GLP1.pdb,O=C1NC(=O)c2c(Cl)c(Cl)c(Cl)c(Cl)c21,
CCOC(=O)N1CCC(N)CC1,GLP1.pdb,CCOC(=O)N1CCC(N)CC1,
CNc1ccccn1,GLP1.pdb,CNc1ccccn1,
CCCCCc1ccc(N)cc1,GLP1.pdb,CCCCCc1ccc(N)cc1,
c1ccc(-c2ncc[nH]2)cc1,GLP1.pdb,c1ccc(-c2ncc[nH]2)cc1,
CCCc1ccc(N)cc1,GLP1.pdb,CCCc1ccc(N)cc1,
O=C(Nc1ccccc1)c1cc(Cl)ccc1O,GLP1.pdb,O=C(Nc1ccccc1)c1cc(Cl)ccc1O,
C1CCC2CNCCC2C1,GLP1.pdb,C1CCC2CNCCC2C1,
NC(=O)c1ccc(O)cc1,GLP1.pdb,NC(=O)c1ccc(O)cc1,
CCNc1cc(O)ccc1C,GLP1.pdb,CCNc1cc(O)ccc1C,
COc1cccc(Nc2ccccc2)c1,GLP1.pdb,COc1cccc(Nc2ccccc2)c1,
CCOC(=O)CCC(N)C(=O)OCC,GLP1.pdb,CCOC(=O)CCC(N)C(=O)OCC,
CCCCCC(=O)c1ccccc1,GLP1.pdb,CCCCCC(=O)c1ccccc1,
CCCCCCCC(=O)c1ccccc1,GLP1.pdb,CCCCCCCC(=O)c1ccccc1,
COc1ccc([N+](=O)[O-])cc1O,GLP1.pdb,COc1ccc([N+](=O)[O-])cc1O,
Cc1cc(N)c(C)cc1N,GLP1.pdb,Cc1cc(N)c(C)cc1N,
O=C(O)C1CC=CCC1,GLP1.pdb,O=C(O)C1CC=CCC1,
O=C(O)c1c(O)c(Cl)cc(Cl)c1Cl,GLP1.pdb,O=C(O)c1c(O)c(Cl)cc(Cl)c1Cl,
CC(C)(C)c1cc(C(=O)O)cc(C(=O)O)c1,GLP1.pdb,CC(C)(C)c1cc(C(=O)O)cc(C(=O)O)c1,
CC(C)c1cccc(O)c1,GLP1.pdb,CC(C)c1cccc(O)c1,
Oc1ccc(-c2ccc(Br)cc2)cc1,GLP1.pdb,Oc1ccc(-c2ccc(Br)cc2)cc1,
COc1ccccc1NC(=O)c1cc2ccccc2cc1O,GLP1.pdb,COc1ccccc1NC(=O)c1cc2ccccc2cc1O,
Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1,GLP1.pdb,Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1,
Cc1cc(C)c(C=O)cc1C,GLP1.pdb,Cc1cc(C)c(C=O)cc1C,
Cc1ccc(O)c(Br)c1,GLP1.pdb,Cc1ccc(O)c(Br)c1,
N#CCCCCCl,GLP1.pdb,N#CCCCCCl,
CNc1ccccc1C(=O)OC,GLP1.pdb,CNc1ccccc1C(=O)OC,
Cc1ccccc1NC(=O)c1cc2ccccc2cc1O,GLP1.pdb,Cc1ccccc1NC(=O)c1cc2ccccc2cc1O,
Nc1ccc(C(F)(F)F)cc1Cl,GLP1.pdb,Nc1ccc(C(F)(F)F)cc1Cl,
CCOc1ccc(OCC)c(N)c1,GLP1.pdb,CCOc1ccc(OCC)c(N)c1,
CCCc1ccc(C(C)=O)cc1,GLP1.pdb,CCCc1ccc(C(C)=O)cc1,
CC(N)c1cccc2ccccc12,GLP1.pdb,CC(N)c1cccc2ccccc12,
Cc1nc2cc(Cl)ccc2s1,GLP1.pdb,Cc1nc2cc(Cl)ccc2s1,
O=c1ccc(Br)c[nH]1,GLP1.pdb,O=c1ccc(Br)c[nH]1,
Oc1ccc(-c2ccccc2)cc1Cl,GLP1.pdb,Oc1ccc(-c2ccccc2)cc1Cl,
O=C(O)c1ccccc1COc1ccccc1,GLP1.pdb,O=C(O)c1ccccc1COc1ccccc1,
CSc1ccc(O)cc1,GLP1.pdb,CSc1ccc(O)cc1,
C=CCn1c(=O)[nH]c(=O)n(CC=C)c1=O,GLP1.pdb,C=CCn1c(=O)[nH]c(=O)n(CC=C)c1=O,
Oc1ccc(C2CCCCC2)cc1,GLP1.pdb,Oc1ccc(C2CCCCC2)cc1,
CC1CCc2ccccc2N1,GLP1.pdb,CC1CCc2ccccc2N1,
NC1CCN(Cc2ccccc2)C1,GLP1.pdb,NC1CCN(Cc2ccccc2)C1,
CCOC(=O)c1cc(C(=O)O)cc([N+](=O)[O-])c1,GLP1.pdb,CCOC(=O)c1cc(C(=O)O)cc([N+](=O)[O-])c1,
CCN(CCN)c1cccc(C)c1,GLP1.pdb,CCN(CCN)c1cccc(C)c1,
NC(=O)c1nccnc1C(=O)O,GLP1.pdb,NC(=O)c1nccnc1C(=O)O,
CNc1cccc(OC)n1,GLP1.pdb,CNc1cccc(OC)n1,
N#CCCNC(=O)CCl,GLP1.pdb,N#CCCNC(=O)CCl,
COC(=O)c1ccc(Cl)c(N)c1,GLP1.pdb,COC(=O)c1ccc(Cl)c(N)c1,
O=C(O)CCn1ccc2ccccc21,GLP1.pdb,O=C(O)CCn1ccc2ccccc21,
O=C1CCSCC1,GLP1.pdb,O=C1CCSCC1,
Cc1ccn2nc(C(=O)O)nc2n1,GLP1.pdb,Cc1ccn2nc(C(=O)O)nc2n1,
Cc1nn(CC(C)C)c(Cl)c1C=O,GLP1.pdb,Cc1nn(CC(C)C)c(Cl)c1C=O,
O=C(CC1SC(N2CCCC2)=NC1=O)Nc1ccc(C(=O)O)cc1,GLP1.pdb,O=C(CC1SC(N2CCCC2)=NC1=O)Nc1ccc(C(=O)O)cc1,
CCN1CCC(N)CC1,GLP1.pdb,CCN1CCC(N)CC1,
CC(=O)N(c1nc(C=O)cs1)c1cccc(C)c1C,GLP1.pdb,CC(=O)N(c1nc(C=O)cs1)c1cccc(C)c1C,
CC(=O)N(c1cccc(Cl)c1)c1nc(C=O)cs1,GLP1.pdb,CC(=O)N(c1cccc(Cl)c1)c1nc(C=O)cs1,
CC(=O)N(c1nc(C=O)cs1)c1ccc(F)cc1F,GLP1.pdb,CC(=O)N(c1nc(C=O)cs1)c1ccc(F)cc1F,
COc1ccc(N(C(C)=O)c2nc(C=O)cs2)cc1,GLP1.pdb,COc1ccc(N(C(C)=O)c2nc(C=O)cs2)cc1,
CC(C)CCn1c(S)nnc1COc1ccccc1,GLP1.pdb,CC(C)CCn1c(S)nnc1COc1ccccc1,
CC1CCCCC1N=C=S,GLP1.pdb,CC1CCCCC1N=C=S,
Cc1nc(C=O)cs1,GLP1.pdb,Cc1nc(C=O)cs1,
O=Cc1sc(Nc2ccccc2Cl)nc1Cl,GLP1.pdb,O=Cc1sc(Nc2ccccc2Cl)nc1Cl,
COc1cccc(-c2noc(CCl)n2)c1,GLP1.pdb,COc1cccc(-c2noc(CCl)n2)c1,
Cc1cc(C(C)(C)C)cc(C)c1S(=O)(=O)N1CCNCC1,GLP1.pdb,Cc1cc(C(C)(C)C)cc(C)c1S(=O)(=O)N1CCNCC1,
Cc1cc(CN2CCOCC2)cc(C)c1O,GLP1.pdb,Cc1cc(CN2CCOCC2)cc(C)c1O,
CC(=O)CSc1ccccc1C(=O)O,GLP1.pdb,CC(=O)CSc1ccccc1C(=O)O,
Cc1cc(C(=O)CCl)c(C)n1C(C)C,GLP1.pdb,Cc1cc(C(=O)CCl)c(C)n1C(C)C,
O=C(O)CCSCc1nc2sc3c(c2c(=O)[nH]1)CCCC3,GLP1.pdb,O=C(O)CCSCc1nc2sc3c(c2c(=O)[nH]1)CCCC3,
CC(C)C(NS(=O)(=O)c1ccc2c(c1)OCCCO2)C(=O)O,GLP1.pdb,CC(C)C(NS(=O)(=O)c1ccc2c(c1)OCCCO2)C(=O)O,
O=C1NC(=O)N(CCC2=CCCCC2)C1=O,GLP1.pdb,O=C1NC(=O)N(CCC2=CCCCC2)C1=O,
CC(NS(=O)(=O)c1ccc2c(c1)OCCCO2)C(=O)O,GLP1.pdb,CC(NS(=O)(=O)c1ccc2c(c1)OCCCO2)C(=O)O,
O=C(CCl)c1cc([N+](=O)[O-])c[nH]1,GLP1.pdb,O=C(CCl)c1cc([N+](=O)[O-])c[nH]1,
O=C(O)C1CCN(c2ccc(C(F)(F)F)cc2[N+](=O)[O-])CC1,GLP1.pdb,O=C(O)C1CCN(c2ccc(C(F)(F)F)cc2[N+](=O)[O-])CC1,
CC(C)CSc1nnc(S)s1,GLP1.pdb,CC(C)CSc1nnc(S)s1,
Cc1nn2c(=O)cc(CCl)nc2s1,GLP1.pdb,Cc1nn2c(=O)cc(CCl)nc2s1,
CC(=O)c1ccc2c(c1)CCC2,GLP1.pdb,CC(=O)c1ccc2c(c1)CCC2,
O=C(O)c1cc(=O)c2cc(F)ccc2o1,GLP1.pdb,O=C(O)c1cc(=O)c2cc(F)ccc2o1,
O=C(CCl)c1ccc2c(c1)CCC2,GLP1.pdb,O=C(CCl)c1ccc2c(c1)CCC2,
O=C(O)CCC(=O)c1ccc2c(c1)CCCC2,GLP1.pdb,O=C(O)CCC(=O)c1ccc2c(c1)CCCC2,
Cn1cnc2c1c(=O)n(CC(=O)O)c(=O)n2C,GLP1.pdb,Cn1cnc2c1c(=O)n(CC(=O)O)c(=O)n2C,
N#Cc1ccc(CN2CCNCC2)cc1,GLP1.pdb,N#Cc1ccc(CN2CCNCC2)cc1,
CC(Oc1ccc(F)cc1)C(=O)O,GLP1.pdb,CC(Oc1ccc(F)cc1)C(=O)O,
CCN(CC)S(=O)(=O)c1ccc(N2CCC(C(=O)O)CC2)c([N+](=O)[O-])c1,GLP1.pdb,CCN(CC)S(=O)(=O)c1ccc(N2CCC(C(=O)O)CC2)c([N+](=O)[O-])c1,
O=C(O)C1CCN(c2ccc(S(=O)(=O)N3CCCCC3)cc2[N+](=O)[O-])CC1,GLP1.pdb,O=C(O)C1CCN(c2ccc(S(=O)(=O)N3CCCCC3)cc2[N+](=O)[O-])CC1,
Cc1ccc(-c2csc3ncnc(S)c23)cc1,GLP1.pdb,Cc1ccc(-c2csc3ncnc(S)c23)cc1,
Nc1nc(-c2ccc3c(c2)CCC3)cs1,GLP1.pdb,Nc1nc(-c2ccc3c(c2)CCC3)cs1,
CC(Cl)C(=O)c1ccc2c(c1)CCC2,GLP1.pdb,CC(Cl)C(=O)c1ccc2c(c1)CCC2,
Nc1ccc(-c2nc3ccccc3s2)cn1,GLP1.pdb,Nc1ccc(-c2nc3ccccc3s2)cn1,
