ligand_description,complex_name,protein_path,protein_sequence
N#Cc1c2c(c(Nc3ccc(O)cc3)n3c1nc1ccccc13)CCC2,CHEMBL1389633,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
N#Cc1nc(-c2ccco2)oc1N1CCN(C(c2ccccc2)c2ccccc2)CC1,CHEMBL1449269,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
N#Cc1c(/N=C/c2cccs2)sc2c1CCC2,CHEMBL3199841,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
O=C(Cn1ccc(C(F)(F)F)n1)N=Nc1c(O)[nH]c2ccccc12,CHEMBL1461655,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
O=C(NCCc1ccc(Cl)cc1)C1CCCN(S(=O)(=O)N2CCCCCC2)C1,CHEMBL1383250,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
O=S(=O)(c1cccc(-c2nnc(-c3cccnc3)o2)c1)N1CCCCC1,CHEMBL1533630,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
COCCn1c(Sc2nc(C)cs2)nc2c1c(=O)[nH]c(=O)n2C,CHEMBL1613736,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
Cc1ccc(S(=O)(=O)c2cn(C)c3cc(N4CCN(C)CC4)c(F)cc3c2=O)c(C)c1,CHEMBL1401493,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
C=CCn1c2ccccc2c2nnc(S)nc21,CHEMBL1566335,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
Cc1ccc(CSc2ncccc2C(=O)O)cc1,CHEMBL1368218,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CSc1[nH]cnc2nncc1-2,CHEMBL118102,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CCOc1cccc(C(=O)Nc2cnn(Cc3ccccc3)c2)c1,CHEMBL1602921,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CC1CN(S(=O)(=O)c2cccc(-c3cn4ccccc4n3)c2)CC(C)O1,CHEMBL1337641,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
COc1cc(-c2nn3c(-c4cccc(C)c4)nnc3s2)cc(OC)c1OC,CHEMBL1510672,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
Cc1cccc(-n2c(/C=C/c3ccc([N+](=O)[O-])o3)nc3ccccc3c2=O)c1,CHEMBL1360793,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
C=CCn1c(SCC(=O)Nc2ccc3c(c2)OCO3)nc2ccccc2c1=O,CHEMBL1601135,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CCn1c(=O)c(=O)[nH]c2cc(C(=O)N3CCN(c4ccccc4F)CC3)ccc21,CHEMBL1586897,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
Cc1ccc(NC(=O)CSc2nnc(CCC(=O)O)c(=O)[nH]2)cc1,CHEMBL1213150,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
Cc1ccc(S(=O)(=O)N2CCN(C(=O)CSc3ncc(C(F)(F)F)cc3Cl)CC2)cc1,CHEMBL1502446,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
COc1ccc(CCNc2ncnc3c2c(C)c(C)n3CCO)cc1OC,CHEMBL1523580,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CCOc1ccc(C2=Nn3c(nnc3-c3ccccn3)SC2)cc1,CHEMBL1305686,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CCOc1ccccc1NC(=O)NC1(C(=O)NCC2CCCO2)CCCCC1,CHEMBL1467464,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CCC(=O)c1ccc(OCC(=O)OCC(=O)N2CCCc3ccccc32)cc1,CHEMBL1561642,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
Cc1csc2nc3ccccc3c(=O)n12,CHEMBL1528384,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
Nc1ccc(N=Nc2ccccc2)c2cccnc12,CHEMBL1365482,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
O=[N+]([O-])c1ccc(N/N=C2\CC3CC=CC23)cc1,CHEMBL3194650,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CC(C)CN(C(=O)CN1CCN(c2cccc(Cl)c2)CC1)c1c(N)n(CC(C)C)c(=O)[nH]c1=O,CHEMBL1484045,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
O=C(COc1ccccc1)Nc1cccc(-c2nn[nH]n2)c1,CHEMBL1705789,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CCC(C)(C)c1ccc(OCCCC[n+]2cccc(C)c2)c(C(C)(C)CC)c1.[Br-],CHEMBL1402502,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
COc1ccc2cnn(-c3ccc(OC(F)(F)F)cc3)c(=O)c2c1OC,CHEMBL1446822,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
O=C1C2C(C(=O)N1/N=C/c1ccc([N+](=O)[O-])o1)C1C=CC2C12CC2,CHEMBL1995862,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CC(NC(=O)c1ccc(N(C)C)c([N+](=O)[O-])c1)c1ccc(-n2ccnc2)cc1,CHEMBL1417659,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CCCc1c(C(=O)N/N=C/c2ccco2)nnn1-c1nonc1N,CHEMBL1997321,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CCN(CC)CCCC(C)Nc1nccc2c(Cl)cccc12.O=P(O)(O)O,CHEMBL1715071,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CC(C)N1CC(=O)C(c2nc(O)c3ccccc3n2)=C1N,CHEMBL1385171,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
COc1cc(C(=O)O[C@H]2C/C(C)=C/CC[C@@]3(C)O[C@@H]3[C@H](O)[C@@H]2C(C)C)cc(OC)c1OC,CHEMBL3190815,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CN(Cc1ccccc1)C(=O)c1ccc(NC(=O)C2CCN(C(=O)OC(C)(C)C)CC2)cc1,CHEMBL1715620,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
Cc1c(O)nc2nnc(SCC(=O)Nc3cccc4ccccc34)n2c1C,CHEMBL1597631,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CCN(CC)c1cc(-c2ccccc2)ncn1.Cl,CHEMBL1601174,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CC(=O)c1cccc(Oc2cc(NN3CCCCC3)c([N+](=O)[O-])cc2[N+](=O)[O-])c1,CHEMBL1596420,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CC(=O)N1CCN(Cc2nc3cc(NC(=O)Cn4nc(C)c5ccccc5c4=O)ccc3n2C)CC1,CHEMBL1511346,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
Nc1ccc2oc(=O)c(-c3ccccc3)cc2c1,CHEMBL1492380,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CCOc1ncccc1C(=O)Nc1ccc(F)c(Cl)c1,CHEMBL1706475,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
Cc1ccc(S(=O)(=O)Nc2cccc(-c3ccc4nnc(C)n4n3)c2)s1,CHEMBL1606592,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
COc1cccc(/C=C2\SC(=S)N(CCC(=O)NC3C=CS(=O)(=O)C3)C2=O)c1,CHEMBL1356121,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
COC(=O)c1cc(O)cc(OC)c1Oc1cc(C)cc(O)c1C(=O)O,CHEMBL469424,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CCN(CC)c1nc2ccccc2n(Cc2cccc(OC)c2)c1=O,CHEMBL1312679,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
COc1ccc(CSc2nc3nc(C)cc(C)n3n2)cc1F,CHEMBL1422072,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CN(C)CC(C(=O)Cc1ccccc1)c1ccccc1,CHEMBL1863734,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CC[C@]12c3[nH]c4cc(-c5ccco5)ccc4c3CCN1C(=O)[C@@H](CC(=O)NCCC1=CCCCC1)C[C@@H]2C(=O)N1CCN(C(=O)c2ccco2)CC1,CHEMBL1511864,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
Cn1cnc2c1c(=O)n(Cc1ccccc1)c(=O)n2C,CHEMBL1883787,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CC(C(=O)N1CCOCCOCCOCCOCCOCC1)N1C(=O)c2ccccc2C1=O,CHEMBL1308795,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
C/C(=N\NC(=O)COc1ccccc1)c1ccc(O)cc1,CHEMBL3207352,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
COc1ccccc1/C=C/C(=O)Oc1cccc2cccnc12.Cl,CHEMBL1466406,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
COc1ccc(CCNc2nc(-c3ccncc3)cs2)cc1OC,CHEMBL1522477,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
C=CCOc1ccc(C(=O)CC)cc1OC,CHEMBL1451102,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
Cc1ccc(Cl)cc1N1CCN(C(=O)C2CCCN(Cc3nc(-c4cccc(Cl)c4)oc3C)C2)CC1,CHEMBL1559217,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CC1(C)C=C(c2ccc(C=O)s2)CC(C)(C)N1C=O,CHEMBL1332650,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
Nn1c(SCc2ccccc2F)nnc1-c1ccncc1,CHEMBL1529983,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
Nc1cc2nc(O)c3ccccc3c2cc1Br,CHEMBL1717811,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
COCCNc1nc(N)c([N+](=O)[O-])c(NCCO)n1,CHEMBL1715321,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
Fc1ccc(-c2nnn3c2nc(NCc2ccccc2)c2ccccc23)cc1,CHEMBL1494680,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
O=C(Nc1ccc(-n2cnnn2)cc1)C1CCC1,CHEMBL1531551,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CN(C)C1NC(=O)c2cc(-c3ccccc3)sc2N1,CHEMBL1302157,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
Clc1ccc(-c2nnc(COc3ncnc4sccc34)o2)cc1,CHEMBL1559445,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CCCCC[C@H](O)/C=C/[C@@H]1[C@@H](CCCCCCC(=O)O)[C@@H](O)C[C@H]1O,CHEMBL1325783,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)S(=O)(=O)c2ccc(F)cc2)Oc2ccc(NC(=O)c3ccncc3)cc2C1=O,CHEMBL1870547,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
c1coc(-c2nnc3sc(C4CCCCC4)nn23)c1,CHEMBL1382901,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
Cc1[nH]c2ccccc2c1/C=N/NC(=O)c1cccc(S(=O)(=O)Nc2cccc(C(F)(F)F)c2)c1,CHEMBL3191537,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
COc1cc2ncnc(NCc3cccc(F)c3F)c2cc1OC,CHEMBL1332158,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
Cc1ccc(C(=O)N(CCCN(C)C)c2nc3ccc(Cl)cc3s2)cc1C.Cl,CHEMBL1542180,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
Cc1cc(C)cc(OCC(O)CN2CCN(Cc3ccc4c(c3)OCO4)CC2)c1.Cl,CHEMBL1381909,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
COCCN=C1OC(=O)N2C(=O)C3=C4[C@@H](C[C@H]5C(=O)N(c6ccccc6)C(=O)[C@H]5[C@H]4[C@@]12Cc1ccccc1)[C@H]1C(=O)N(c2ccccc2)C(=O)[C@H]1[C@H]3C,CHEMBL1579501,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
C[C@]12CCC3C(CCC4=C/C(=N/OCC(=O)NC(CCC(=O)O)C(=O)O)CC[C@@]43C)C1CCC2O,CHEMBL3193045,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
O=C(CCN1C(=O)c2ccccc2S1(=O)=O)Nc1cccc(F)c1,CHEMBL1486130,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
C/C(=N\C(C)C)C1=C(O)OC(C)C1=O,CHEMBL3209180,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
COC(C)c1oc2c(C)c3oc(=O)cc(C)c3cc2c1C,CHEMBL1733819,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CCSc1nnc(NC(=O)c2ccc3ccccc3n2)s1,CHEMBL1463349,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
Cc1cc(NC(=O)CSc2nc(-c3cccnc3)ccc2C#N)no1,CHEMBL1502774,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
Cc1cc(C)n(CC(O)Cn2c3ccc(Br)cc3c3cc(Br)ccc32)c(=O)n1,CHEMBL1344528,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
C/N=C1\S/C(=C\c2ccc(O)c(OC)c2)C(=O)N1C,CHEMBL3209532,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
Cc1cccc2nc(-c3ccccc3)nc(N3CCC(O)(c4ccc(Cl)cc4)CC3)c12,CHEMBL1302563,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
C[C@@H]1CN([C@H](C)CO)C(=O)c2cc(-c3ccc(C#N)cc3)cnc2O[C@H]1CN(C)C(=O)c1ccccc1,CHEMBL2140122,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CCNS(=O)(=O)c1ccc(NC(=O)c2ccccc2SCCOC)cc1,CHEMBL1732431,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
COc1ccc(C(c2nnnn2C(C)(C)C)N2CCN(C/C=C/c3ccccc3)CC2)cc1,CHEMBL1903108,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CCC(=O)N1CCc2cc(OC)c(OC)cc2C1COc1ccccc1OC,CHEMBL1723688,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
COc1ccccc1C(=O)N(CCC1CCCN1C)c1nc2ccccc2s1,CHEMBL1583768,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CC(C)CCn1c(=O)c2ccccc2c2ccccc2c1=O,CHEMBL1490359,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
Cc1csc2c(C#N)c(=O)c3c(n12)CCC3,CHEMBL1482134,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CN(C)CCNC(=O)c1ccc2c(c1)N(Cc1ccc(F)cc1)CCS2,CHEMBL1376310,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
O[C@H]1CN(Cc2cccs2)[C@@H](c2ccccc2)C[C@@H]1n1cc(-c2ccc(F)cc2)nn1,CHEMBL1875257,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CC(C#N)On1c(SC(C)C#N)nc2ccccc2c1=O,CHEMBL1337792,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
C/C(=N\c1ccc(C)cc1)c1sc2ccccc2c1O,CHEMBL1993029,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
O=C1C2CC=C(Cl)CC2C(=O)N1CC1OCCc2ccccc21,CHEMBL1604411,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CCOC(=O)C1=C(C)N(CCCC(=O)O)C(=O)NC1c1ccc2ccccc2c1,CHEMBL1881790,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
Cc1coc(NC(=O)CSc2nc(-c3ccc(Cl)cc3)cc(C(F)(F)F)c2C#N)n1,CHEMBL1525419,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CC1CN(S(=O)(=O)c2ccc(C(=O)Nc3ccc(S(=O)(=O)Nc4ncccn4)cc3)cc2)CC(C)O1,CHEMBL1342987,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
Cc1ccnc(SCc2ccc([N+](=O)[O-])cc2)n1,CHEMBL1470809,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
COc1ccc(Cn2c(C)nnc2-c2cnn(C)c2N)cc1OC,CHEMBL1608085,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
C=CCn1c(=O)c(CCC(=O)Nc2ccc(N3CCOCC3)cc2)nc2cc(C(F)(F)F)ccc21,CHEMBL1714218,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CCOc1ccccc1C(=O)Nc1cnc(O)nc1O,CHEMBL1417508,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
O=C(CSc1ccc2nnc(CCNC(=O)c3ccccc3)n2n1)NCc1ccc(F)cc1,CHEMBL1400390,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
N#CC1(Cc2ccc(Cl)cc2)c2ccccc2C=CN1C(=O)c1ccccc1,CHEMBL1388256,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CCC(NCc1ccco1)=C1C(=O)NC(=O)NC1=O,CHEMBL1470976,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CCc1ccc(CNC(=O)c2ccc3c(c2)c(C)c(C)n3Cc2ccccc2)cc1,CHEMBL1437714,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
COc1ccc(CN2CCN(C(=O)COc3ccc4ccccc4c3)CC2)c(OC)c1,CHEMBL1387877,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
C#CCN(C[C@H]1[C@H](OC(=O)NCC2CCCCC2)[C@H](OC(=O)NCC2CCCCC2)C[C@@H](C(=O)OC)[C@H]1C(=O)OC)S(=O)(=O)c1ccc(C)cc1,CHEMBL1871680,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
COc1cc(/C=N/NC(=O)c2sc3nc(C)cc(C)c3c2N)ccc1O,CHEMBL1996609,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
Cc1ccc2c(CN3CCOCC3)cc(=O)oc2c1C,CHEMBL1378093,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
Cn1c(=O)c2nc(N3CCCCC3)[nH]c2n(C)c1=O,CHEMBL1564235,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
Oc1nc2cc3c(cc2cc1CN(Cc1cccnc1)C(S)=NCc1ccco1)OCCO3,CHEMBL1424046,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CCOCCCNC(=O)C(NC(=O)C1CCC(=O)N1)c1ccc(C)cc1,CHEMBL1725466,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
COC(=O)c1ccc(/C=N/OCC(=O)Nc2cc(F)ccc2F)cc1,CHEMBL3211688,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
Cc1c(C(=O)c2cccc(F)c2)c2ccccn2c1CCC#N,CHEMBL1442037,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
O=C(O)c1cc(-c2cc(C(=O)O)c3ccccc3n2)ccc1O,CHEMBL1881792,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
O=C1S/C(=C\c2ccc(N3CCOCC3)o2)C(=O)N1c1ccccc1,CHEMBL1424559,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
COc1ccc2c(c1)CCC/C2=N\Nc1nc(C(=O)NN)cs1,CHEMBL3190666,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
c1ccc2c(c1)ncn2-c1ncnc2sc3c(c12)CCCC3,CHEMBL1598281,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CNc1nc(N)c([N+](=O)[O-])c(NC2CCCCC2)n1,CHEMBL1315029,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CC(C)(C)OC(=O)NCCCCCNC(=O)c1[nH]cnc1C(=O)Nc1ccon1,CHEMBL1704420,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CC(C)(C)C1CCc2c(sc(NC(=O)c3ccncc3)c2C(N)=O)C1,CHEMBL576656,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
N#Cc1c(-c2ccccc2Cl)cc(C2CC2)nc1N,CHEMBL1305026,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CCn1c(O)c(N=NC(S)=NCC2CCCO2)c2ccccc21,CHEMBL1352867,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
COc1ccc2cc3cc(C(=O)NCc4ccc5c(c4)OCO5)oc3nc2c1,CHEMBL1372404,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
COc1ccc(Nc2nc3ccccc3n3cnnc23)cc1Cl,CHEMBL1588815,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CN1CCN(S(=O)(=O)c2ccc([N+](=O)[O-])cc2)CC1,CHEMBL257475,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
COc1ccc2c(c1)CCc1c(C(=O)N3CC4(C)CC3CC(C)(C)C4)noc1-2,CHEMBL1610796,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CCn1c(N2CCN(CC(=O)c3c(C)n(C)c4ccccc34)CC2)nc2c1c(=O)[nH]c(=O)n2C,CHEMBL1550724,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CCN(c1ccccc1)S(=O)(=O)c1cc(C(=O)NCC(c2ccco2)N2CCCCC2)ccc1C,CHEMBL1492831,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
Cc1ccc(C2CC(c3ccc(Br)cc3)=NN2C(=O)CSC2=NN3CCCC(=O)N=C3S2)cc1,CHEMBL1576716,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
COc1ccc(-c2cc(C)no2)cc1S(=O)(=O)N1CCCN(Cc2ccc(F)cc2)C1,CHEMBL1889654,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
Cc1ccc(-c2nc3ncccc3o2)cc1NC(=O)c1ccc([N+](=O)[O-])o1,CHEMBL1602646,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
COc1ccc(Cn2c(=O)c3c(nc(NCCO)n3C)n(C)c2=O)cc1,CHEMBL1399889,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
C=CCn1c(=O)c2c(nc3n2CCCN3CCc2ccc(OC)c(OC)c2)n(C)c1=O,CHEMBL1414792,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CCCC(=O)NCCc1ccc(S(N)(=O)=O)cc1,CHEMBL1499075,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CC(=O)Nc1nonc1-n1nnc(C(=O)NCc2ccccc2)c1C,CHEMBL1312228,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
COC(=O)CSc1nc2sccc2c(=O)n1-c1ccccc1,CHEMBL1902372,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
OCc1nc2c(ccc3ccccc32)[nH]1,CHEMBL1580451,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CCN(CC)S(=O)(=O)c1ccc(N2CCCC2)c(NC(=O)CN2C(=O)NC3(CCCC3)C2=O)c1,CHEMBL1554740,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CCOc1ccc(CN(C(=O)c2cc(=O)c3cc(C)cc(C)c3o2)C2CCS(=O)(=O)C2)cc1,CHEMBL1412763,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
COc1ccccc1C(=O)Nc1ccc2c(c1)n(C)c(=O)n2C,CHEMBL1702128,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
Cc1ccc(NC(=O)C2CCCN2S(=O)(=O)c2ccc(-c3ccc(O)nn3)s2)c(C)c1,CHEMBL1377312,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
C[C@]12CCC(=O)CC1CCC1C2CC[C@]2(C)C(OC(=O)CCC(=O)O)CCC12,CHEMBL1435110,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
Cc1cc(C)n2nc(SCC(=O)Nc3c(C)nn(-c4ccccc4)c3C)nc2n1,CHEMBL2136060,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
Clc1ccccc1-c1nnn(Cc2ccc(-c3nn[nH]n3)cc2)n1,CHEMBL1498512,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CCN(CC)CCNC(=O)CCc1c(C)nc2c(c(C)nn2-c2ccc(C)c(C)c2)c1C,CHEMBL1397813,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
Cn1c(SCC(=O)c2ccc(F)cc2)nc2cccnc21,CHEMBL1595381,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
O=C(Nc1cc(Cl)cc(Cl)c1)c1cccc(OC(F)F)c1,CHEMBL1365257,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
Cc1c(/C=N/NC(N)=O)c2ccccn2c1C(=O)c1ccncc1.Cl,CHEMBL3214539,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
c1cncc(CNc2nc(-c3cccnc3)nc3ccccc23)c1,CHEMBL1194023,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CCN(CC)C(=O)c1cc2c(=O)oc3ccccc3c2s1,CHEMBL1439342,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
COc1ccc(Cc2nc3ccc(C(=O)NCC4CCOCC4)cc3o2)cc1OC,CHEMBL1587984,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CCn1cc(C(=O)NCc2ccccc2OC)c(=O)c2cc(S(=O)(=O)N(C)C)ccc21,CHEMBL1369670,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
COc1cccc(NC(=O)C(NCC2CCCCC2)c2ccccc2)c1.O=C(O)C(=O)O,CHEMBL1362961,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CC(=O)Nc1cccc(OCc2ccc([N+](=O)[O-])cc2)c1,CHEMBL1902551,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CCCNC(=O)COc1ccc(-c2nn(C)c(=O)c3ccccc23)cc1,CHEMBL1331943,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CC1CC(=O)NN=C1c1ccc(N)c([N+](=O)[O-])c1,CHEMBL1546066,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
COC(=O)c1ccc2c(O)nc(CSc3nc(C)cs3)nc2c1,CHEMBL1472423,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
