ligand_description,complex_name,protein_path,protein_sequence
CC(C)N(Cc1ccccc1)C(=O)CN1C(=O)COc2ccc(S(=O)(=O)N3CCCCCC3)cc21,CHEMBL580207,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
O=C(NCCCN1CCOCC1)c1cc2c(O)nc3ccccc3c2s1,CHEMBL1565727,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
N#CC(C#N)=C/C(C#N)=C(/N)N1CCN(c2ccc(Cl)cc2)CC1,CHEMBL1526752,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CN(C)S(=O)(=O)c1cccc(NC(S)=NC23CC4CC(CC(C4)C2)C3)c1,CHEMBL1536845,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
O=C(O)/C=C/C(=O)Nc1nc(-c2ccc3ccccc3c2)cs1,CHEMBL1898874,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
COc1ccc(/C=N/NC(=O)c2cccnc2)cc1CN1CCCc2ccccc21,CHEMBL3194831,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CC(=O)Nc1ccc(NC(=O)CSc2nc(N)c(NC(=O)c3ccco3)c(O)n2)cc1,CHEMBL1573019,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
O=C(O)c1ccc(N=Nc2c(O)[nH]c3cc(Cl)ccc23)cc1,CHEMBL1420243,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
Cc1cccc(N=C(S)NCCc2ccc(Cl)cc2)c1C,CHEMBL1568289,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
COc1cccc(CN(C)C(=O)c2cc(-c3cccs3)nc3ccccc23)c1,CHEMBL1575989,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
O=C(Nc1cc(-c2ccccc2)nn1C1CCCCC1)c1ccc(Cl)cc1,CHEMBL1717265,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
C/C(=N\NC(=O)C1CC1)c1cccs1,CHEMBL3194160,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
COC(=O)c1cc(Cl)cc2c(C)c(C3(O)CCCCC3)[nH]c12,CHEMBL1354309,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
COc1ccc(C(=O)Nc2ccc(C(=O)N3CCOCC3)cc2)cc1OC,CHEMBL1494498,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CCOC(=O)C1=CN(Cc2cccc(F)c2)S(=O)(=O)NC1c1ccc2ccccc2c1,CHEMBL1728523,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CC(C)n1nnnc1SCC(=O)c1ccc2c(c1)OCCO2,CHEMBL1543489,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
COC(=O)CNC(=O)c1ccc2c(c1)S(=O)(=O)c1ccccc1C2=O,CHEMBL1346327,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
COc1ccc(-c2noc(CNC(=O)c3ccc4c(c3)OCO4)n2)cc1OC,CHEMBL1863790,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
Cc1cccc2sc(N(CCCN(C)C)C(=O)c3ccc(C(=O)c4ccccc4)cc3)nc12,CHEMBL1585373,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
Cc1n[nH]c(NC(=O)/C=C/c2ccccc2)n1,CHEMBL1564354,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
COC(=O)C12CCc3cc(OC)ccc3C1=CC(=O)C2,CHEMBL2132875,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
COc1cc(/C=C/C(=O)OCC(=O)NC(=O)NC(C)C)ccc1OCC#N,CHEMBL1585495,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
Cc1nc2c3cnn(-c4ccccc4)c3ncn2n1,CHEMBL1359804,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CC(C)(C)NC(=O)COC(=O)c1ccc(S(=O)(=O)N2CCCC2)cc1,CHEMBL2135677,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CCOc1ccc(C(=O)NCC(=O)OCc2nnc(-c3ccccc3)o2)cc1OCC,CHEMBL1867921,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
COc1cc(-c2nnc(SCC3(c4ccc(Br)cc4)OCCO3)o2)cc(OC)c1OC,CHEMBL1425640,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
Cc1cc(C)c2c(N=NN3CCOCC3)[nH]nc2n1,CHEMBL1576260,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
COC(=O)c1c(C)n(Cc2ccco2)c2ccc(O)cc12,CHEMBL1486485,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
COc1ccc(-c2noc(CN(C(=O)c3ccc4c(c3)OCO4)C(C)C)n2)cc1OC,CHEMBL1358328,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
Cc1cc2ncn(CCCCOc3ccccc3)c2cc1C,CHEMBL1370603,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
COC(=O)C1Sc2nc(O)sc2C2c3ccccc3OC(=O)C12,CHEMBL1401574,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CN(C)S(=O)(=O)c1cccc(NC(=O)COC(=O)c2cc(-c3cccc(Br)c3)nc3ccccc23)c1,CHEMBL1461351,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CCn1cc(Br)c(C(=O)Nc2sc3c(c2C(N)=O)CCCC3)n1,CHEMBL1477250,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
Cc1ccc(S(=O)(=O)c2nc(-c3ccccc3)oc2N2CCCCCC2)cc1,CHEMBL1530602,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CCCSc1nc(=O)c2c(n1C)NC(=O)CC2c1cccc(F)c1F,CHEMBL1594318,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
Cc1nc2sccn2c(=O)c1S(=O)(=O)NCC1CCN(Cc2ccc(Cl)cc2)CC1,CHEMBL1867587,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CC(O)CNc1nc2sc3c(c2c(=O)n1CCc1ccccc1)CCCCC3,CHEMBL1364553,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
Cn1nc(-c2ccc(C(=O)Nc3cccnc3)cc2)c2ccccc2c1=O,CHEMBL1489215,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
Cc1ccccc1OCCSc1nc2ccc(NC(=O)c3ccccc3)cc2s1,CHEMBL586078,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
COc1ccc(-c2cc([C@H]3[C@@H]4C=CCC[C@@]4(C)C(=O)N3Cc3ccccc3)ccc2F)cc1,CHEMBL1482539,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
Cc1ccc(S(=O)(=O)N2[C@@H](c3ccc(C(C)C)cc3)C(C(=O)O)=C[C@H]2C(C)(C)C)cc1,CHEMBL1728971,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
NS(=O)(=O)c1cc(C(=O)OCC(=O)Nc2ccc(Cl)cc2[N+](=O)[O-])ccc1Cl,CHEMBL1390629,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
COc1ccc(-c2noc(CSc3nnc(-c4ccncc4)n3-c3ccc(F)cc3)n2)cc1OC,CHEMBL1363931,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
Cc1ccc(NCc2cccn2-c2nnc(N3CCC(C(=O)NCCc4ccc(Cl)cc4)CC3)s2)cc1,CHEMBL1402192,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
COc1cc(OC)c(C=Cc2ccncn2)c(OC)c1,CHEMBL2140803,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CC1CCc2c(sc3nc(CSc4nc[nH]n4)nc(O)c23)C1,CHEMBL1508866,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
Cc1ccc(NC(=O)/C=C/c2ccc([N+](=O)[O-])s2)cc1,CHEMBL1610173,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
Cc1ccc(/C=N/N2CCN(c3ccccn3)CC2)o1,CHEMBL3199686,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
COc1ccccc1-n1c(O)nc2c(C(N)=O)nc(-c3cccnc3)nc21,CHEMBL1611309,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CC(C)C(=O)N1CCC(CNC=C2C(=O)N(C3CCCCC3)C(=O)N(C3CCCCC3)C2=O)CC1,CHEMBL1462568,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CCc1nnc(NC(=O)/C=C/c2ccco2)s1,CHEMBL1327494,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
O=C(N/N=C1/CC2C=CCC12)c1ccco1,CHEMBL3192332,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
COc1cc2nc3occc3c(OC)c2cc1OC,CHEMBL278779,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
COc1ccc(OC(C)C(=O)NCCC2=CCCCC2)cc1,CHEMBL1495032,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CCOC(=O)Nc1nnc(-c2ccc(OC)cc2)s1,CHEMBL1404539,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
O=C(NCc1ccco1)c1cc(S(=O)(=O)N2CCCc3ccccc32)ccc1Cl,CHEMBL1585782,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
COc1ccc(-c2ccc(CN3C(C(C)C)C(=O)N(Cc4cn(CCC5OCCO5)nn4)CCS3(=O)=O)cc2)cc1OC,CHEMBL1866707,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CCC1SC(NC(=O)c2ccc(Cl)c(Cl)c2)=NC1=O,CHEMBL1310986,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CC(O)CSc1nc2c(c(=O)[nH]c(=O)n2C)n1Cc1ccccc1,CHEMBL1589206,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
Cc1c(C(=O)N2CCN(c3ncccn3)CC2)oc2c(Cl)cccc12,CHEMBL1554152,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
O=C(COC(=O)C(Cc1ccccc1)NC(=O)c1ccco1)NC1CC1,CHEMBL1325212,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CCCCCCC(O)(c1ccccc1)C(CN1CCOCC1)c1ccccc1.Cl,CHEMBL1604693,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CCOC(=O)c1c(C)[nH]c(C(=O)COC(=O)c2[nH]c(C)c(C(C)=O)c2C)c1C,CHEMBL1546628,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
COc1ccc(CCNC(=O)CSc2nnc3ccc(-c4cccnc4)nn23)cc1OC,CHEMBL1406124,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
C=CCSc1nc2c(C(=O)OCC)nnn2c2ccccc12,CHEMBL1373354,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
Cc1ccc(-c2nnc(C)c(N3CCOCC3)n2)cc1,CHEMBL1578882,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
Cc1cc2nnc(SC(C)C#N)n2c2ccccc12,CHEMBL1442517,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
O=C1COc2ccc(C(=O)COc3ccc([N+](=O)[O-])cc3)cc2N1,CHEMBL1349070,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CC(=O)c1cccc(NC(=O)CSc2nc(=O)n(CCN3CCOCC3)c3c2CCCC3)c1,CHEMBL1437040,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
Cc1cc(O)nc(N/N=C/c2cccc(Br)c2)n1,CHEMBL2007247,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
COc1ccc(Cn2c(C3CC3)nc3ccc(NC(C)=O)cc3c2=O)cc1,CHEMBL1507042,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
C=CCc1ccc(O)c(-c2cc(CC=C)ccc2O)c1,CHEMBL180920,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
COCCC(=O)N1CCC(Oc2ccc(C(=O)N3CCCCC3CCO)cc2)CC1,CHEMBL1589685,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
COc1ccccc1OC(C)C(=O)Nc1ccc2c(c1)n(C)c(=O)n2C,CHEMBL1725996,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
O=C(COC(=O)CCN1C(=O)c2cccc([N+](=O)[O-])c2C1=O)NC1CCS(=O)(=O)C1,CHEMBL1580830,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CC(C)c1nc(O)c(C#N)c2c1COC(C)(C)C2,CHEMBL1323321,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CC1=NN(C(=O)c2ccccc2)C(O)(c2ccc(Br)cc2)C1,CHEMBL1486457,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
COC(=O)CCCNC(=O)OCc1ccc([N+](=O)[O-])cc1,CHEMBL1545780,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
Cc1ccc(NS(=O)(=O)c2ccc(-c3ccc(O)nn3)o2)cc1Cl,CHEMBL1372209,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CN(C)CCNc1ccc(CO)c2oc3ccc(O)cc3c(=O)c12,CHEMBL416556,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
Nc1c(-c2ccccc2)cnn1-c1cccc([N+](=O)[O-])c1,CHEMBL1326159,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CC(C)Cc1nnc(NC(=O)CCC(=O)Nc2ccc(F)cc2)s1,CHEMBL1532850,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
O=C(Nc1cccc(Cl)c1)N1CCN(c2ncccn2)CC1,CHEMBL1329121,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
COC(=O)C[C@@H]1C=C[C@@H](NC(=O)c2ccc3c(c2)OCO3)[C@@H](CO)O1,CHEMBL2137632,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
Cc1cc(C)nc(NS(=O)(=O)c2ccc(NC(=O)c3cc(=O)c4ccccc4o3)cc2)n1,CHEMBL1399831,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CC(C)NC(=O)NC(=O)COC(=O)c1cc(S(=O)(=O)N2CCCCC2)ccc1N1CCOCC1,CHEMBL1391515,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
Nc1ccc(-c2nc3ccccc3s2)cn1,CHEMBL114249,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CCN(c1ccccc1)S(=O)(=O)c1ccc(OC)c(NC(=O)Cc2ccccc2OC)c1,CHEMBL1612053,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CCN1C(=O)c2cccc3c(S(=O)(=O)Nc4nc(C)cs4)ccc1c23,CHEMBL1544495,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
Cc1noc(C)c1NC(=O)N(C)C[C@H]1OCc2cnnn2CCCC(=O)N([C@H](C)CO)C[C@@H]1C,CHEMBL2136103,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CCCS(=O)(=O)N1CCc2ccc(NC(=O)c3ccccc3Cl)cc2C1,CHEMBL1372376,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CC(=O)N1CCN(S(=O)(=O)c2cccc(C(=O)Nc3cc(C(F)(F)F)ccc3N3CCOCC3)c2)CC1,CHEMBL1539104,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
NC1=C(Br)C(=O)c2ncccc2C1=O,CHEMBL1735482,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
C/C(=N\OCC(=O)N/N=C/c1ccccc1)c1cccs1,CHEMBL3209885,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
COc1cc(/C=N/n2nnnc2N)ccc1OCc1c(C)no[n+]1[O-],CHEMBL3196394,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CCOC(=O)c1cc2c(=O)n3ccccc3nc2n(CCCOC)/c1=N\C(=O)c1ccncc1,CHEMBL3198057,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
Cc1ccc(C)c(OCc2cc(C(=O)N3CCN(c4ccccc4C)CC3C)no2)c1,CHEMBL1301567,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
COc1ccccc1C(=O)NC(=O)COC(=O)c1ccco1,CHEMBL1724499,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
COCc1cc(C)nc2sc(C(=O)Nc3cc(C)ccc3F)c(N)c12,CHEMBL1374666,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
O=C(c1ccccc1)C1N=NCC1c1ccc(Cl)cc1,CHEMBL1884736,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,CHEMBL290077,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
c1ccc(Cc2nnc3sc(-c4cccnc4)nn23)cc1,CHEMBL1481665,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
COc1ccc(Br)cc1C(=O)Nc1ccc(C(=O)O)cc1,CHEMBL1408269,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CNc1nc2c(Cl)cc(Cl)cc2s1,CHEMBL1405665,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
Cc1ccc2c(c1)sc1nc(=O)n(-c3ccc(Cl)cc3)c(=O)n12,CHEMBL1490631,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
Clc1cccc(-n2ncc3c(NC4CCCCCC4)ncnc32)c1,CHEMBL1554159,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CSc1ncccc1C(=O)NCCc1ccccc1,CHEMBL1544820,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CCOc1ccc(C(O)(CCC(C)C)C(CN2CCOCC2)c2ccccc2)cc1.Cl,CHEMBL1500480,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
O=C(NC1CCC(O)CC1)c1cccnc1Sc1ccccc1Cl,CHEMBL1869289,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
O=C(C1CCC1)N1CCc2cc(S(=O)(=O)NCc3cccnc3)ccc21,CHEMBL1453678,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CCN(CC)S(=O)(=O)c1ccc(NC2c3ccccc3C(=O)N2Cc2ccc3c(c2)OCO3)cc1,CHEMBL1458209,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
COc1ccc(/C=N/n2nnnc2N)c(OC)c1,CHEMBL3210802,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
O=C(Nc1cccc(-c2nnc(-c3ccco3)o2)c1)C(c1ccccc1)c1ccccc1,CHEMBL1370608,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CCOC(=O)C1(CCCc2ccccc2)CCN(C(=O)Cc2nonc2C)CC1,CHEMBL1453146,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CCOC(=O)c1cccc(NC(=O)C2CCCN2S(=O)(=O)c2cccc3cccnc23)c1,CHEMBL1567149,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CS(=O)(=O)c1ncc(Cl)c(C(=O)N(Cc2ccc(Cl)cc2)Cc2ccco2)n1,CHEMBL1488285,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
COc1ccc(CN(C(=O)c2cnccn2)C(C(=O)Nc2ccc(F)cc2)c2ccccc2)cc1,CHEMBL1534069,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CC(C)(C)c1ccc(NC(=O)NC2CCCc3ccccc32)cc1,CHEMBL1458737,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CSc1ccc2nnc(-c3cccc(F)c3)n2n1,CHEMBL1586091,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
O=S(=O)(c1ccc2[nH]c3c(c2c1)CCCC3)N1CCN(c2cccc(C(F)(F)F)c2)CC1,CHEMBL1403690,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
COc1ccc(/C=C(\NC(=O)c2ccccc2)C(=O)NCCC(=O)O)cc1,CHEMBL1343002,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
COc1cc(C=NNc2ccccc2)ccc1OC(=O)c1ccccc1,CHEMBL1975677,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
Cn1c(CCN2CCCC2)nc2cc(NS(=O)(=O)c3ccccc3)ccc21,CHEMBL1522047,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
N#CCSc1nnc2ccc3ccccc3n12,CHEMBL1526112,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
COc1cc2c(cc1OC)C1=CC(=O)C(=O)N1C(C)(C)C2,CHEMBL1352283,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
O=C1OC(c2cccs2)=N/C1=C/c1ccc(-c2cccc(C(=O)O)c2)o1,CHEMBL1573731,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
COc1cccc(/C=N/NC(=O)c2ccoc2C)c1O,CHEMBL1993190,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CC1CCCCN1CCn1c(=S)[nH]c2cc3c(cc2c1=O)OCO3,CHEMBL1493112,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
O=C(CSc1nc(O)c2ccccc2n1)c1ccc(O)c(O)c1,CHEMBL240331,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CCCNC(=O)c1onc(CSc2ccc(Cl)cc2)c1C(=O)NCCC(C)C,CHEMBL1713440,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
N#Cc1ncc(-c2ccc3c(c2)OCCOCCOCCOCCO3)nc1C#N,CHEMBL1561949,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
O=C(O)c1cccc(Nc2ncnc3ccc(Br)cc23)c1,CHEMBL1324316,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
COc1ccc(/C(C)=N/NC(=S)NCc2ccco2)cc1,CHEMBL3197171,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
C(=C/c1ccccc1)\CSc1nnc(-c2ccccc2)n1Cc1ccco1,CHEMBL1559327,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CC(C)(C)c1ccc(C(=O)NCC2(N3CCOCC3)CCCCC2)cc1,CHEMBL1902314,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CC(Sc1nnc(-c2ccccc2F)o1)C(=O)Nc1ccc(N2CCOCC2)cc1,CHEMBL1476602,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
COc1ccc(-c2cc(=O)c3cc(O)ccc3o2)cc1,CHEMBL1339927,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
COc1ccc(C2C(C#N)=C(N)N(c3sc4c(c3C#N)CCCC4)C3=C2C(=O)CC(C)(C)C3)cc1OC,CHEMBL1359333,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
O=C(CNc1nnc(O)nc1O)N/N=C/C1CC=CCC1,CHEMBL3197218,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
Cc1c(C)n(Cc2ccc(Cl)cc2)c2ccc(C(=O)NCCCN3CCOCC3)cc12,CHEMBL1416950,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
Cc1sc2nc(-c3cccnc3)nc(O)c2c1-c1ccccc1,CHEMBL1420420,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
Cc1ccnc(NC(=O)CCC(=O)N(CC(=O)NC(C)(C)C)c2ccc3c(c2)OCCO3)c1,CHEMBL1307828,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
COc1ccc(N2CCN(c3nc4ccccn4c(=O)c3/C=C(\C#N)S(=O)(=O)c3ccccc3)CC2)cc1,CHEMBL1548619,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
O=C(CC1C(=O)NCCN1CC(c1ccccc1)c1ccccc1)NCC1CCOCC1,CHEMBL1902765,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
O=C(O)CCCNC(=O)c1nn(Cc2ccccc2)c(=O)c2ccccc12,CHEMBL1870298,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
c1cncc(-c2nc3c(ccc4ccccc43)[nH]2)c1,CHEMBL1371210,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
O=C(N/N=C/c1ccncc1)c1cccs1,CHEMBL3198715,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CCN1C(=O)[C@H]2[C@H]3CN=C(SCc4ccc(C#N)cc4)N3[C@@](Cc3ccccc3)(C(=O)OC)[C@H]2C1=O.O=C(O)C(F)(F)F,CHEMBL1901063,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CC(NC(=O)COC(=O)c1ccc([N+](=O)[O-])o1)c1ccccc1,CHEMBL1878359,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CS(=O)(=O)c1ccc(Cl)c(NC(=O)CSc2nc3ccccc3c(=O)n2Cc2ccco2)c1,CHEMBL1701566,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
Cn1c2ccc(F)cc2c2nc3ccccc3nc21,CHEMBL1595012,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
O=C(CSc1[nH]cnc2ncnc1-2)Nc1ccc(Br)cc1Cl,CHEMBL1501537,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
COc1ccc(-c2nc(-c3ccccc3)ncc2S(C)(=O)=O)cc1,CHEMBL1707635,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
COc1ccc(C(=O)Nc2onc3c2CCCC3)cc1,CHEMBL1526437,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
Cc1nc(N2CCCC2)c2ccsc2n1,CHEMBL1485331,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CCN(CC)CCN1C(=O)c2ccccc2NC1c1ccc(Br)cc1,CHEMBL602012,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
O=C(/C=C/c1ccc(S(=O)(=O)N2CCOCC2)cc1)NCc1ccc(Cl)cc1,CHEMBL1585388,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CCOc1ccccc1C(=O)Nc1cc(Cl)ccc1O,CHEMBL481577,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CC(=O)/N=c1\sccn1CC(O)c1ccccc1,CHEMBL3190611,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
c1ccc2c(c1)nc(Nc1ccc3c(c1)OCO3)c1nnnn12,CHEMBL1383978,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
COc1ccc(/C=C/C(=O)NC(=S)NCCc2ccc(OC)c(OC)c2)cc1,CHEMBL1458515,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
